Abstract_ID,Title,Year,Journal,Keywords.author,Abstract,Review,Eco.Quantify,Abiotic,Human,Include?
407,"Land-use history alters the diversity, community composition and interaction networks of ectomycorrhizal fungi in beech forests",2021,JOURNAL OF ECOLOGY,ectomycorrhizal fungi; Fagus sylvatica; forest expansion; land-use legacy; mutualism,"Forests have expanded across Europe over the last centuries as a consequence of farmland (agricultural and pasture) abandonment. Agricultural practices usually increase soil fertility and reduce the diversity and abundance of ectomycorrhizal (ECM) fungi, essential mutualists of many woody species in temperate and Mediterranean forests. The recovery of this biotic interaction after the cessation of human activities is, thus, crucial for the re-establishment of functional forest ecosystems. Here we addressed the legacies of past land use and the recovery of the mutualism between ECM fungi and Fagus sylvatica trees in recent beech forests (<50 years) in Northeast Spain. Soil and root samples were collected in six long-established and eight recent beech forests to analyse soil abiotic properties and the ECM fungi associated with beech roots (Illumina DNA metabarcoding of ECM tips). Up to 609 amplicon sequence variants (ASVs) of ECM fungi were identified, with 220 ASVs found in both forest types. Recent forests had a significantly lower soil organic matter and phosphorus content, which had a significant effect on the community structure of ECM fungi in beech roots. Moreover, beech trees in recent forests interacted with less fungal taxa but had a higher relative abundance of Ascomycota. Tarzetta spp. (Ascomycota, Pezizales) and Lactarius blennius (Basidiomycota, Russulales) emerge as the particular taxa associated with recent and long-established forests respectively. More specialized mutualistic networks with a lower species normalized degree were found in recent forests, which might result in a lower quality and resilience of the ECM mutualism. Synthesis. Land-use history modulated the mycorrhizal symbiosis in regenerating beech forests through changes in soil organic matter and nitrogen, which were the main drivers of the differences in fungal community composition and functional types associated with beech trees in recent forests.",NO,NO,NO,NO,no
1372,Interactive effects of predator and prey harvest on ecological resilience of rocky reefs,2017,ECOLOGICAL APPLICATIONS,alternative stable states; ecological resilience; ecosystem-based fisheries management; global sensitivity analysis; Macrocystis pyrifera; Mesocentrotus franciscanus; multi-trophic level harvest; Panulirus interruptus; Strongylocentrotus purpuratus,"A major goal of ecosystem-based fisheries management is to prevent fishery-induced shifts in community states. This requires an understanding of ecological resilience: the ability of an ecosystem to return to the same state following a perturbation, which can strongly depend on species interactions across trophic levels. We use a structured model of a temperate rocky reef to explore how multi-trophic level fisheries impact ecological resilience. Increasing fishing mortality of prey (urchins) has a minor effect on equilibrium biomass of kelp, urchins, and spiny lobster predators, but increases resilience by reducing the range of predator harvest rates at which alternative stable states are possible. Size-structured predation on urchins acts as the feedback maintaining each state. Our results demonstrate that the resilience of ecosystems strongly depends on the interactive effects of predator and prey harvest in multi-trophic level fisheries, which are common in marine ecosystems but are unaccounted for by traditional management.",NO,YES,NO,NO,yes
555,Nutrient addition increases grassland sensitivity to droughts,2020,ECOLOGY,diversity loss; drought; fertilization; grasslands; Nutrient Network (NutNet); primary production,"Grasslands worldwide are expected to experience an increase in extreme events such as drought, along with simultaneous increases in mineral nutrient inputs as a result of human industrial activities. These changes are likely to interact because elevated nutrient inputs may alter plant diversity and increase the sensitivity to droughts. Dividing a system's sensitivity to drought into resistance to change during the drought and rate of recovery after the drought generates insights into different dimensions of the system's resilience in the face of drought. Here, we examine the effects of experimental nutrient fertilization and the resulting diversity loss on the resistance to and recovery from severe regional droughts. We do this at 13 North American sites spanning gradients of aridity, five annual grasslands in California, and eight perennial grasslands in the Great Plains. We measured rate of resistance as the change in annual aboveground biomass (ANPP) per unit change in growing season precipitation as conditions declined from normal to drought. We measured recovery as the change in ANPP during the postdrought period and the return to normal precipitation. Resistance and recovery did not vary across the 400-mm range of mean growing season precipitation spanned by our sites in the Great Plains. However, chronic nutrient fertilization in the Great Plains reduced drought resistance and increased drought recovery. In the California annual grasslands, arid sites had a greater recovery postdrought than mesic sites, and nutrient addition had no consistent effects on resistance or recovery. Across all study sites, we found that predrought species richness in natural grasslands was not consistently associated with rates of resistance to or recovery from the drought, in contrast to earlier findings from experimentally assembled grassland communities. Taken together, these results suggest that human-induced eutrophication may destabilize grassland primary production, but the effects of this may vary across regions and flora, especially between perennial and annual-dominated grasslands.",NO,YES,NO,NO,yes
906,Early human impact (5000-3000 BC) affects mountain forest dynamics in the Alps,2015,JOURNAL OF ECOLOGY,biodiversity; climate change; conservation ecology; cross-correlations; fire; grazing; macrofossils; Neolithic; palaeoecology and land-use history; pollen,"The resilience, diversity and stability of mountain ecosystems are threatened by climatic as well as land-use changes, but the combined effects of these drivers are only poorly understood. We combine two high-resolution sediment records from Iffigsee (2065m a.s.l.) and Lauenensee (1382m a.s.l.) at different elevations in the Northern Swiss Alps to provide a detailed history of vegetational changes during the period of first pastoralism (ca. 7000-5000cal. BP, 5000-3000 BC) in order to understand ongoing and future changes in mountain ecosystems. We use palaeoecological methods (fossil pollen, spore, microscopic charcoal and macrofossil analysis) as well as ecological ordination techniques and time-series analysis to quantify the impact of fire and grazing on natural mountain vegetation at Iffigsee. Fire was used by Neolithic people to create pastures at timberline and clear forests for arable farming in the valley. This had a significant, long-term effect on the mountain vegetation and a negative impact on keystone forest species such as Abies alba, Larix decidua and Pinus cembra. The mass expansion of Picea abies at ca. 5500cal. BP (ca. 3500 BC) was facilitated by anthropogenic disturbance (fire, grazing and logging) causing an irreversible decline in Abies alba. Temperate Abies alba forests, which existed under warmer-than-today conditions, might be better adapted to projected climate change than today's drought-sensitive Picea abies forests, especially under low anthropogenic disturbance following land abandonment.Synthesis. Human impact for millennia has shaped mountain vegetation in the Alps and still continues to have a large effect on today's species composition and distribution. Fire and traditional pastoralism have the potential to mitigate the effects of climate change, maintain species-rich high-alpine meadows and prevent biodiversity losses.",NO,NO,NO,NO,no
1028,"Influence of corallivory, competition, and habitat structure on coral community shifts",2011,ECOLOGY,"Acropora retusa; associational defense; coral; corallivory; demography; disturbance; habitat structure; Moorea lagoons, French Polynesia; Pocillopora verrucosa; recovery; resilience; sedimentation","The species composition of coral communities has shifted in many areas worldwide through the relative loss of important ecosystem engineers such as highly branched corals, which are integral in maintaining reef biodiversity. We assessed the degree to which the performance of recently recruited branching corals was influenced by corallivory, competition, sedimentation, and the interactions between these factors. We also explored whether the species-specific influence of these biotic and abiotic constraints helps to explain recent shifts in the coral community in lagoons of Moorea, French Polynesia. Population surveys revealed evidence of a community shift away from a historically acroporid-dominated community to a pocilloporid- and poritid-dominated community, but also showed that the distribution and abundance of coral taxa varied predictably with location in the lagoon. At the microhabitat scale, branching corals grew mainly on dead or partially dead massive Porites (bommies), promontories with enhanced current velocities and reduced sedimentation. A demographic study revealed that growth and survival of juvenile Pocillopora verrucosa and Acropora retusa, the two most common branching species of each taxon, were affected by predation and competition with vermetid gastropods. By 24 months of age, 20-60% of juvenile corals suffered partial predation by corallivorous fishes, and injured corals experienced reduced growth and survival. A field experiment confirmed that partial predation by corallivorous fishes is an important, but habitat-modulated, constraint for branching corals. Competition with vermetid gastropods reduced growth of both branching species but unexpectedly also provided an associational defense against corallivory. Overall, the impact of abiotic constraints was habitat-specific and similar for Acropora and Pocillopora, but biotic interactions, especially corallivory, had a greater negative effect on Acropora than Pocillopora, which may explain the local shift in coral community composition.",NO,NO,NO,NO,no
1882,Microhabitats associated with solar energy development alter demography of two desert annuals,2021,ECOLOGICAL APPLICATIONS,annual plants; aridland ecosystems; California; demography; matrix model; Mojave Desert; population dynamics; rare species; renewable energy; seed bank; solar panel,"Political and economic initiatives intended to increase energy production while reducing carbon emissions are driving demand for solar energy. Consequently, desert regions are now targeted for development of large-scale photovoltaic solar energy facilities. Where vegetation communities are left intact or restored within facilities, ground-mounted infrastructure may have negative impacts on desert-adapted plants because it creates novel rainfall runoff and shade conditions. We used experimental solar arrays in the Mojave Desert to test how these altered conditions affect population dynamics for a closely related pair of native annual plants: rare Eriophyllum mohavense and common E. wallacei. We estimated aboveground demographic rates (seedling emergence, survivorship, and fecundity) over 7 yr and used seed bank survival rates from a concurrent study to build matrix models of population growth in three experimental microhabitats. In drier years, shade tended to reduce survival of the common species, but increase survival of the rare species. In a wet year, runoff from panels tended to increase seed output for both species. Population growth projections from microhabitat-specific matrix models showed stronger effects of microhabitat under wetter conditions, and relatively little effect under dry conditions (lack of rainfall was an overwhelming constraint). Performance patterns across microhabitats in the wettest year differed between rare and common species. Projected growth of E. mohavense was substantially reduced in shade, mediated by negative effects on aboveground demographic rates. Hence, the rare species were more susceptible to negative effects of panel infrastructure in wet years that are critical to seed bank replenishment. Our results suggest that altered shade and water runoff regimes associated with energy infrastructure will have differential effects on demographic transitions across annual species and drive population-level processes that determine local abundance, resilience, and persistence.",NO,NO,NO,NO,no
181,"Effects of land use changes on the soil-vegetation ecosystem in winter in the Huangshui River Basin, China",2023,ECOLOGICAL INDICATORS,Land use changes; Topsoil; Nitrogen fixing bacteria; Phosphate-solubilizing bacteria; Grass; Winter,"As one of the critical factors affecting the ecological systems, the effects of land use change should be concerned. However, few studies revealed the ecological effects especially the resilience under different land us changes, especially in alpine areas and in winter. To response the above question, this study conducted the field experiments in the Huangshui River Basin in winter, to compare the different ecological indicators for land use conversion under natural succession (perennial grassland, perennial forest, grassland transformed into forest) and land use conversion influenced by anthropogenic activities (returning farmland to forest, anthropogenic using land transformed into grassland anthropogenic activity zones). The results reveal that land use changed by human activities reduced the stability of ecosystems compared with natural succession. The concentrations or contents of most physicochemical properties in topsoil and grass decreased as well. While the relative abundance of NFB and PSB was slightly higher in the ecosystems with land use conversion influenced by anthropogenic activities. The results could provide references for evaluating the effects of land use changes from the ecological perspective, which could further guide the adaptation facing to climate change.",NO,YES,NO,NO,yes
210,Climate-driven variation in dispersal ability predicts responses to forest fragmentation in birds,2023,NATURE ECOLOGY & EVOLUTION,,"Species sensitivity to forest fragmentation varies latitudinally, peaking in the tropics. A prominent explanation for this pattern is that historical landscape disturbance at higher latitudes has removed fragmentation-sensitive species or promoted the evolution of more resilient survivors. However, it is unclear whether this so-called extinction filter is the dominant driver of geographic variation in fragmentation sensitivity, particularly because climatic factors may also cause latitudinal gradients in dispersal ability, a key trait mediating sensitivity to habitat fragmentation. Here we combine field survey data with a morphological proxy for avian dispersal ability (hand-wing index) to assess responses to forest fragmentation in 1,034 bird species worldwide. We find that fragmentation sensitivity is strongly predicted by dispersal limitation and that other factors-latitude, body mass and historical disturbance events-have relatively limited explanatory power after accounting for species differences in dispersal. We also show that variation in dispersal ability is only weakly predicted by historical disturbance and more strongly associated with intra-annual temperature fluctuations (seasonality). Our results suggest that climatic factors play a dominant role in driving global variation in the impacts of forest fragmentation, emphasizing the need for more nuanced environmental policies that take into account local context and associated species traits. Field survey data from 1,034 bird species worldwide are used to show that species' sensitivities to habitat fragmentation are more strongly related to their dispersal ability than to latitude and past habitat disturbance, and that variation in dispersal ability is in turn strongly associated with climate.",NO,NO,NO,NO,no
69,Developing a disaster risk index for coastal communities in southwest Bangladesh: Shifting from data-driven models to holistic approaches,2024,ECOLOGICAL INDICATORS,Southwestern coastal zone; Coastal vulnerability; Disaster risk reduction; Machine learning; Climate change; Bangladesh,"Communities in disaster-prone coastal areas are more vulnerable to socioeconomic, environmental, and ecological problems. Knowing how disaster-prone coastal communities are, and, ideally, their resilience against current disaster risks, is an essential first step in reducing consequences. Therefore, this study aims to develop a disaster risk index (DRI) for assessing disaster risks in three coastal communities in southwest Bangladesh. Five machine learning (ML) models and holistic approaches were adopted to conduct the analysis. This study utilized ML-based feature selection methods and considered hazard, exposure, and vulnerability components to identify the most influential indicators for evaluating disaster risk. The researchers systematically developed six distinct feature sets using filter-based feature selection methods. Five ML models then evaluate these sets to determine the optimal set of features. Evaluation metrics were used to validate the performance of ML models, such as accuracy, precision, F-measure, recall, and the receiver operating characteristics (ROC) curve. Based on the Logit Boost ML model, the optimal feature set (set 3) had the best accuracy (0.997), precision (0.997), recall (0.997), Fmeasure (0.997), and ROC (0.996) compared to other feature selection sets. According to the findings, Gabura had the highest DRI value of 0.09, ahead of the Southkhali (0.06) and Banishanta (0.04) unions. The study underscores the importance of evolving from traditional approaches to advanced data-driven tools to understand disaster risks. The paper's findings can provide policymakers in coastal areas with new insight into the disaster risk differences among the inhabitants, leading to more effective disaster management practices and risk reduction strategies.",NO,NO,NO,YES,no
1271,Rise of Ruppia in Chesapeake Bay: Climate change-driven turnover of foundation species creates new threats and management opportunities,2023,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,phase shift; pollution; resilience; resistance; seagrass,"Global change has converted many structurally complex and ecologically and eco-nomically valuable coastlines to bare substrate. In the structural habitats that remain, climate-tolerant and opportunistic species are increasing in response to environmental extremes and variability. The shifting of dominant foundation species identity with climate change poses a unique conservation challenge because species vary in their responses to environmental stressors and to management. Here, we combine 35 y of watershed modeling and biogeochemical water quality data with species compre-hensive aerial surveys to describe causes and consequences of turnover in seagrass foundation species across 26,000 ha of habitat in the Chesapeake Bay. Repeated marine heatwaves have caused 54% retraction of the formerly dominant eelgrass (Zostera marina) since 1991, allowing 171% expansion of the temperature-tolerant widgeongrass (Ruppia maritima) that has likewise benefited from large-scale nutrient reductions. However, this phase shift in dominant seagrass identity now presents two significant shifts for management: Widgeongrass meadows are not only respon-sible for rapid, extensive recoveries but also for the largest crashes over the last four decades; and, while adapted to high temperatures, are much more susceptible than eelgrass to nutrient pulses driven by springtime runoff. Thus, by selecting for rapid post-disturbance recolonization but low resistance to punctuated freshwater flow disturbance, climate change could threaten the Chesapeake Bay seagrass' ability to provide consistent fishery habitat and sustain functioning over time. We demonstrate that understanding the dynamics of the next generation of foundation species is a critical management priority, because shifts from relatively stable habitat to high interannual variability can have far-reaching consequences across marine and ter-restrial ecosystems.",NO,YES,NO,NO,yes
838,Assessing European ecosystem stability to drought in the vegetation growing season,2016,GLOBAL ECOLOGY AND BIOGEOGRAPHY,Drought; ecosystem resistance; ecosystem resilience; growing season; productivity decrease; SPEI; FAPAR,"AimThe present study models the response of vegetation to drought between 1982 and 2011 focusing on the growing season, considering: (1) vulnerable versus resistant ecosystems, (2) ecosystem resilience, (3) the delayed response of vegetation to accumulated precipitation deficits and (4) reduction in productivity due to drought. LocationContinental Europe. MethodsVegetation condition was analysed by anomalies of the fraction of photosynthetically active radiation absorbed by vegetation (FAPAR) within the growing season. FAPAR was modelled as a function of: (1) monthly deviation from long-term average drought conditions, (2) past monthly deviation from long-term average drought conditions, and (3) past monthly deviation from long-term average FAPAR conditions. Significant regression coefficients were mapped as ecosystem resistance as well as ecosystem resilience to drought. Annual and long-term growing season productivity were assessed over ecosystems vulnerable to drought within diverse biomes and plant functional types and were studied together with the extent, timing, frequency, duration and intensity of drought events. ResultsMediterranean ecosystems showed the least resistance to drought but were resilient. Steppic ecosystems showed weak resistance and also weak resilience. Results also indicated weak resistance against drought of the Atlantic and Continental regions with various recovery rates. Productivity decline was observed when the timing, intensity, frequency and extent of drought events targeted the growing season of the vegetation cover. Main conclusionsThis study presents an improved method for modelling the impact of drought on the productivity of vegetation by considering the timing, intensity, duration and location of drought events within the growing season, and maps and analyses the resistance and resilience of plant functional types and biomes.",NO,YES,NO,NO,yes
2148,Reconstruction of tree-line vegetation response to long-term climate change,1989,Nature,,"KNOWLEDGE of the vegetation response to climate change is necessary to assess and predict realistic ecosystem development in the anticipated, CO<inf>2</inf>-induced warmer world, particularly at high latitudes where greater warming is expected1-3. Reconstruction of vegetation development over the past 1,000 years may be helpful in this respect, because this period was characterized by contrasting climatic conditions4-9. Here we report the reconstruction of wind-exposed, tree-line vegetation associated with long-term climate change in northern Canada, using tree-ring and growth-form analyses of spruce subfossils. Three major types of growth form within the exposed, but stable, lichen-spruce community successively predominated in response to climate forcing: high krummholz (dwarf spruce, <2-m high) with scarce small (<2-m high) trees (AD 1305-1435, cool period), trees >2-3 m high) and high krummholz (AD 1435-1570, warm period) and low krummholz ( ≲50 cm) (little ice age to present: AD 1570 onwards, cold period and present climate, respectively). Whereas the expansion of a marginal lichen-spruce woodland climaxed during the late Middle Ages (AD 1435-1570), present development of a low-krummholz vegetation at these sites seems to be out of phase with the twentieth century warming. This suggests that ecosystem recovery to global warming is not straightforward, depending on the nature of vegetation structure present at the time climate change occurred. The implications of such ecosystem resilience for the detection and monitoring of the expected CO<inf>2</inf>-induced warming is discussed, particularly for the climate-sensitive arctic and subarctic regions. © 1989 Nature Publishing Group.",NO,NO,NO,NO,no
2030,The demise of the giant ape Gigantopithecus blacki,2024,NATURE,,"The largest ever primate and one of the largest of the southeast Asian megafauna, Gigantopithecus blacki1, persisted in China from about 2.0 million years until the late middle Pleistocene when it became extinct(2-4). Its demise is enigmatic considering that it was one of the few Asian great apes to go extinct in the last 2.6 million years, whereas others, including orangutan, survived until the present(5). The cause of the disappearance of G. blacki remains unresolved but could shed light on primate resilience and the fate of megafauna in this region(6). Here we applied three multidisciplinary analyses-timing, past environments and behaviour-to 22 caves in southern China. We used 157 radiometric ages from six dating techniques to establish a timeline for the demise of G. blacki. We show that from 2.3 million years ago the environment was a mosaic of forests and grasses, providing ideal conditions for thriving G. blacki populations. However, just before and during the extinction window between 295,000 and 215,000 years ago there was enhanced environmental variability from increased seasonality, which caused changes in plant communities and an increase in open forest environments. Although its close relative Pongo weidenreichi managed to adapt its dietary preferences and behaviour to this variability, G. blacki showed signs of chronic stress and dwindling populations. Ultimately its struggle to adapt led to the extinction of the greatest primate to ever inhabit the Earth.",NO,NO,NO,NO,no
1401,Implications of Allee effects for fisheries management in a changing climate: evidence from Atlantic cod,2020,ECOLOGICAL APPLICATIONS,Allee effect; Atlantic cod; climate; collapse; fisheries management; hysteresis; marginal effect; proactive management; recovery; regime shift; resilience; tipping points,"There are concerns that increasing anthropogenic stressors can cause catastrophic transitions in ecosystems. Such shifts have large social, economic, and ecological consequences and therefore have important management implications. A potential mechanism behind these regime shifts is the Allee effect, which describes the decline in realized per capita growth rate at small population density. With an age-structured population model for Atlantic cod, Gadus morhua, we illustrate how interactions between human-induced stressors, such as fishing and climate change, can worsen the impact of an Allee effect on populations by promoting hysteresis. Therefore, the risk of population collapse and recovery failure is exacerbated and the success of preventing and reverting collapse depends on the climate regime. We find that, in presence of the Allee effect, a fishing moratorium is only sufficient for recovery when sea surface temperature rise remains within 2 degrees C and fishing is restricted within 10 yrs. If sea surface temperature rises beyond 2 degrees C, even immediate banning of fishing is not sufficient to guarantee recovery. If fishing is not fully banned and a residual fishing pressure remains, the probability of recovery is further decreased, also in the absence of an Allee effect. The results underscore the decisive role of Allee effects for the management of depleted populations in an increasingly human-dominated world. Once the population collapses and its growth rate is suppressed, rebuilding measures will be squandered and collapse will very likely be irreversible. We therefore emphasize the need for proactive management involving precautionary, adaptive measures and reference points. Our studies shows that climate change has the potential to strengthen Allee effects, which could increasingly challenge fisheries management.",NO,YES,NO,NO,yes
268,"Optimization of ecological connectivity and construction of supply-demand network in Wuhan Metropolitan Area, China",2023,ECOLOGICAL INDICATORS,Ecological connectivity; Connectivity optimization; Supply and demand network; Wuhan metropolitan area,"Optimizing the ecological connectivity and constructing the ecological supply and demand network are of great significance for maintaining the stability of ecosystem and human well-being. Considering the interaction between ecological process and supply-demand of ecosystem services, we simulate ecological processes by identifying ecological supply and demand corridors, and then connecting the supply and demand of ES, which further enrich and expand the traditional ecological network analysis framework. And take Wuhan metropolitan area of China as an example to conduct empirical research. From the supply side, we identify the regional ecological source based on the evaluation of the importance of ES and the structural connectivity analysis of ecological lands, and according to the spatial distribution characteristics of ecological land, the connectivity network is optimized by adding stepping-stone to improve resilience of the connectivity network. From the demand side, we construct the ecological demand network by identifying the demand area of ES, and build a long-distance spatial channel to improve the ability of the ecosystem to meet human needs. This empirical research could provide important reference for ecological restoration planning and territorial spatial planning.",NO,NO,NO,NO,no
1570,"Edaphic specialization onto bare, rocky outcrops as a factor in the evolution of desert angiosperms",2023,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,adaptation; biome-shifts; deserts; edaphic specialization; pre-adaptation,"Understanding the processes that enable organisms to shift into more arid environments as they emerge is critical for gauging resilience to climate change, yet these forces remain poorly known. In a comprehensive clade-based study, we investigate recent shifts into North American deserts in the rock daisies (tribe Perityleae), a diverse tribe of desert sunflowers (Compositae). We sample rock daisies across two separate contact zones between tropical deciduous forest and desert biomes in western North America and infer a time-calibrated phylogeny based on target capture sequence data. We infer biome shifts using Bayesian inference with paleobiome-informed models and find evidence for seven independent shifts into desert habitats since the onset of aridification in the late Miocene. The earliest shift occurred out of tropical deciduous forests and led to an extensive radiation throughout North American deserts that accounts for the majority of extant desert rock daisies. Estimates of life history and micro-habitat in the rock daisies reveal a correlation between a suffrutescent perennial life history and edaphic endemism onto rocky outcrops, an ecological specialization that evolved prior to establishment and diversification in deserts. That the insular radiation of desert rock daisies stemmed from ancestors preadapted for dry conditions as edaphic endemics in otherwise densely vegetated tropical deciduous forests in northwest Mexico underscores the crucial role of exaptation and dispersal for shifts into arid environments.",NO,NO,NO,NO,no
442,Persistence of tropical herbivores in temperate reefs constrains kelp resilience to cryptic habitats,2021,JOURNAL OF ECOLOGY,herbivory; kelp forest; nursery grounds; refuge; seagrass; temperate reefs; tropicalization,"Global warming is facilitating the range expansion of tropical herbivores, causing a tropicalization of temperate marine ecosystems, where tropical herbivores can suppress habitat-forming macrophytes, supporting the resilience of canopy-free ecosystem states. However, currently we lack a thorough understanding of the mechanisms that, on one hand, support the persistence of tropical herbivores and on the other support the recovery of temperate foundation species in tropicalized ecosystems, a required knowledge to predict potential regime shifts and reversals to the baseline state of the ecosystem. This study tested processes behind the persistence of the tropicalization of temperate reefs which experienced a complete loss of their kelp forests and an influx of tropical herbivores following a marine heatwave in 2011. For this, we assessed the feedback mechanisms that maintain turf-dominated states (recruitment of tropical herbivores, browsing and grazing rates and turf cover) and those that resist it (kelp recruitment, survival and reproductiveness). We found that the reefs remained tropicalized with high abundances of turf and tropical herbivores after 9 years from the regime shift. The rabbitfish Siganus fuscescens and the chub Kyphosus bigibbus were the most important herbivores whose persistence was supported by the adjacent reef lagoon, where seagrass meadows and the backreef habitats hosted juveniles of both species, particularly rabbitfish. Tropical herbivores exerted a strong top-down control on turf seaweed and kelp during herbivory assays, rapidly consuming kelp individuals in open areas. However, in topographical refuges in the reefs, herbivory was low and kelp individuals survived, with some having reproductive tissue. Synthesis. Our findings incorporate the importance of nursery grounds for tropical herbivores and herbivory refugia for kelp individuals into the tropicalization model, where the former increases the resilience of canopy-free states and the latter might facilitate recovering kelp populations. The restoration of abundant warm-resistant kelp populations in shelters could provide local sources of propagules to recolonize open spaces; however, our results suggest that the reduction of herbivory and the provision of turf-free substratum would be necessary to boost the recovery of kelp forests.",NO,YES,NO,NO,yes
1485,Tuberculosis treatment failure associated with evolution of antibiotic resilience,2022,SCIENCE,,"The widespread use of antibiotics has placed bacterial pathogens under intense pressure to evolve new survival mechanisms. Genomic analysis of 51,229 Mycobacterium tuberculosis (Mtb) clinical isolates has identified an essential transcriptional regulator, Rv1830, herein called resR for resilience regulator, as a frequent target of positive (adaptive) selection. resR mutants do not show canonical drug resistance or drug tolerance but instead shorten the post-antibiotic effect, meaning that they enable Mtb to resume growth after drug exposure substantially faster than wild-type strains. We refer to this phenotype as antibiotic resilience. ResR acts in a regulatory cascade with other transcription factors controlling cell growth and division, which are also under positive selection in clinical isolates of Mtb. Mutations of these genes are associated with treatment failure and the acquisition of canonical drug resistance.",NO,NO,NO,YES,no
1103,Postfire response of flood-regenerating riparian vegetation in a semi-arid landscape,2007,ECOLOGY,fire; Kruger National Park; large vood; nutrients; plant regeneration; riparian; Subie River; savanna; semiarid; South Africa,"Piles of large wood (LW) deposited by major floods in river corridors can interact with naturally occurring wildfires from uplands to impact the regeneration of riparian vegetation. This study examines the spatial and short-term temporal response of riparian vegetation and soil nutrients to fire along the Sabie River, South Africa, with special emphasis on the effects of burned LW piles. At the study site there were 112 species of plants recorded with 28% of species restricted to the burned plots. As expected, vegetation cover was significantly lower in burned plots as compared with the unburned plots 12 months postfire. There was a significant influence of LW on species richness with fewer species recorded in the LW plots. For both fire and LW treatments, plant cover showed a significant change over three years. After an initial increase from 12 to 24 months (postfire) there was a decline in plant cover after 36 months. Species community composition was distinctly different between burned and unburned plots 12 months postfire, and the presence of LW affected species composition for burned plots but not for unburned ones. Time series ordination of LW plots highlighted the changes in'species composition over the three years of sampling. Of trees with accumulations of LW within 5 in of their base, 48% had been killed by fire as compared to only 4% with no LW accumulations in close proximity. Soil-available P was significantly higher in the burned plots and even higher with burned LW while there were no effects on soil total N. There was also a significant positive trend between available P in soils and plant vegetation cover. Soil-exchangeable K was also significantly higher and total C significantly lower in the burned and LW plots. Burned plots also had significantly higher soil electrical conductivity (EC) and soil pH. The patchy nature of the studied fire, whose complexity is exacerbated by the distribution of flood deposited LW, acted to create a mosaic of alternate successional states as the riparian community recovers from flooding and the subsequent fire. We suspect that the resultant heterogeneity will increase ecosystem resilience by providing flexibility in the form of more. options for a system response to subsequent disturbances.",NO,YES,NO,NO,yes
1948,Cessation of a salmon decline with control of parasites,2013,ECOLOGICAL APPLICATIONS,adaptive management; aquaculture; host-parasite; Lepeophtheirus salmonis; migration; Pacific Canada; parasiticide; salmon; sea lice,"The resilience of coastal social- ecological systems may depend on adaptive responses to aquaculture disease outbreaks that can threaten wild and farm fish. A nine- year study of parasitic sea lice (Lepeophtheirus salmonis) and pink salmon (Oncorhynchus gorbuscha) from Pacific Canada indicates that adaptive changes in parasite management on salmon farms have yielded positive conservation outcomes. After four years of sea lice epizootics and wild salmon population decline, parasiticide application on salmon farms was adapted to the timing of wild salmon migrations. Winter treatment of farm fish with parasiticides, prior to the out- migration of wild juvenile salmon, has reduced epizootics of wild salmon without significantly increasing the annual number of treatments. Levels of parasites on wild juvenile salmon significantly influence the growth rate of affected salmon populations, suggesting that these changes in management have had positive outcomes for wild salmon populations. These adaptive changes have not occurred through formal adaptive management, but rather, through multi- stakeholder processes arising from a contentious scientific and public debate. Despite the apparent success of parasite control on salmon farms in the study region, there remain concerns about the long- term sustainability of this approach because of the unknown ecological effects of parasticides and the potential for parasite resistance to chemical treatments.",NO,YES,NO,NO,yes
381,Climate change and deforestation increase the vulnerability of Amazonian forests to post-fire grass invasion,2021,GLOBAL ECOLOGY AND BIOGEOGRAPHY,Amazon; climate change; grass-fire cycle; grass invasion; regime shifts; savanna-forest boundaries; tipping points,"Aim We aimed to evaluate the vulnerability of the Amazon forest to post-fire grass invasion under present and future climate scenarios. Location Amazon Basin. Time period 1981-2017 and 2070-2099. Major taxa studied Plants. Methods We combined a fire-ecosystem model with remote sensing data and empirically-derived equations to evaluate the effects of a high-intensity fire (i.e., during an extreme drought) and logging in forest edges on tree canopy, and exotic grass cover under present and unmitigated climate change scenarios. We also contrasted simulated vegetation recovery time (as a function of climate variability) and current fire return intervals to identify areas in which fire-grass feedbacks could lock the system in a grass-dominated state. Results Under current climatic conditions, 14% of the Amazon was found to be vulnerable to post-fire grass invasion, with the south-eastern Amazon at the highest risk of invasion. We found that under unmitigated climate change, by the end of the century, 21% of the Amazon would be vulnerable to post-fire grass invasion. In 3% of the Amazon, fire return intervals are already shorter than the time required for grass exclusion by canopy recovery, implying a high risk of irreversible shifts to a fire-maintained degraded forest grassy state. The south-eastern region of the Amazon is currently at highest risk of irreversible degradation. Main conclusions Although resilience is evident in areas with low fire activity, increased fire frequency and intensity could push large Amazon forest areas towards a tipping point, causing transitions to states with low tree and high grass cover.",NO,YES,NO,NO,yes
