paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
81,Inferred,resilience = disturbance + carrying + recovery,Inferred,Land use; Abiotic parameter; Ecosystem function; Physiological indicator; Regional network parameter; Socio-eco parameter,Landscape,Modeling and simulation; Field observation,CN,CN,"N29.38, E112.90",0,Wetland,NA,NA,NA,NA,Resilience is quantified as an index ERI computed from the disturbance carrying recovery dimensions using ERI = ωdi EDF + ωci ECC + ωri ERC with EDF derived from disturbance indicators and ECC and ERC from carrying and recovery indicators so resilience is inferred from proxies rather than measured as recovery after a defined disturbance. The study area is the Dongting Lake region described as river and lake floodplains centered around Dongting Lake and the analysis includes Dongting Lake waters and water land transition zones so the dominant habitat for the resilience assessment is wetland.
17,Observed,ecosystem stability = resistance + resilience,Recovery rate,Ecosystem function,Ecosystem,Field observation,CN,CN,"N41.5, E90.0",17,Desert,Plantae,Unmanipulated_Climatic,Press,8030,Resilience is quantified from the ARx coefficient alpha where a larger absolute value indicates a slow rate of returning to an equilibrium state from a disturbance and thus low resilience which is a recovery rate concept. The study uses NDVI anomaly time series from 2001 to 2022 as the ecosystem status variable in the ARx model. The study area is described as one of the driest regions in the world with sparse vegetation and desertification and vegetation in plains and basins is mostly dry and saline herbaceous vegetation and semi shrubs which supports coding the dominant habitat as Desert.
1371,Observed,resilience + resistance,Recovery time; Resistance,Abundance,Population,Modeling and simulation,DE,"['DE', 'DK', 'NL']","N54.36, E12.56",0,Coastal,Plantae,Model_Hydrological; Model_Chemical,Pulse,55115,Resilience was defined as return time because the study states it considers engineering resilience as the return time of individual plant species to the equilibrium after abrupt change events and it determined return time as the number of years for which control and treatment runs differed significantly after the change event. Resistance was also treated as part of the response because the introduction states the PBM simulates response to salt and water stress as resistance and the SDM can underestimate persistence in temporarily unsuitable habitat conditions as resistance. The habitat is Coastal because the study investigated coastal vegetation at the German Baltic Sea and the study site is a low lying peninsula protected by a sea wall with a coastal reed belt and salt marsh conditions.
1015,Observed,resilience = rate of recovery,Recovery rate; Recovery degree,Cover; Biomass; Density; Diversity,Community,Field experiment,US,US,"N38.3198, W123.6733",0,Coastal,Plantae,Manipulated_Structural,Pulse,810,Quantification is recovery rate because the study states resilience as rate of recovery and analyzes recovery rates as the slope of perennial algal cover over time and reports that herbivores and algal richness increased recovery rates. Quantification also includes recovery degree because the study reports effects on the rate and degree of recovery and compares cover and dry mass at 18 months and 27 months relative to ambient cover in control plots. Habitat type is Coastal because the study is in a rocky intertidal zone and describes a rocky intertidal community at Bodega Marine Reserve.
186,Observed,none,Recovery rate; Other,Demography parameter,Population,Modeling and simulation; Field observation,GB,"['AU', 'JP']","N7.4, E141.4",15.4,Marine.Neritic,Animalia,Unmanipulated_Climatic,Press,1095,Quantification is based on demographic recovery because the damping ratio is described as describing the rate at which a population perturbed from its stationary equilibrium converges back to its asymptotic growth trajectory and the transient envelope quantifies the magnitude by which the short term dynamics of a population deviate from its long term trajectory. Habitat type is Marine.Neritic because the study surveys coral assemblages in reef communities and coral assemblages in southern Japan and eastern Australia including Okinawa Heron Island Kochi and the Solitary Islands Marine Park.
693,Inferred,none,Inferred,Ecosystem function,Landscape,Modeling and simulation,CH,"['ES', 'FR', 'CH', 'AT', 'IT', 'DE', 'SI', 'SK', 'PL', 'CZ', 'RO', 'UA', 'GB', 'IE', 'SE', 'NO', 'FI', 'DK', 'EE', 'LV', 'LT']",NA,NA,Wetland,NA,NA,NA,NA,Resilience was approximated by modeling and comparing the current and future distribution of suitable habitats expressed as the number of climatically suitable cells for each lineage. This is an inferred quantification because it is based on SDM projections of climatic suitability rather than observed recovery dynamics. Habitat type is wetland because the habitat of Primula farinosa encompasses calcareous fens and edges of streams or lakes.
1145,Observed,resilience = capacity to remain within a stability domain or state,Latitude,Ecosystem function,Ecosystem,Modeling and simulation,US,"['US', 'CA']","N46.0, W89.7",0,Wetland,Phytoplankton,Model_Resource,Press,365,Resilience was defined as the size of the region between the desired stable state and the separatrix and in the model it was operationalized as the difference between the unstable chlorophyll equilibrium and the lower clear water equilibrium and as the P input rate at which the system flips between clear and turbid states. This corresponds to a threshold magnitude of phosphorus input that can be withstood without shifting to the alternative high chlorophyll state. The study system is northern temperate lakes in the Northern Highlands Lake District of Wisconsin and related experimental lakes and these are freshwater inland waters which match the Wetland habitat category.
361,Inferred,resilience = capacity to absorb environmental changes without altering its main functions,Inferred,Diversity; Interaction,Community,Field observation,CZ,"['GR', 'HU', 'ES', 'NL', 'FI', 'IT', 'FR', 'PL', 'CZ', 'EE']",NA,NA,Urban,Animalia,NA,NA,NA,Potential resilience was not measured as recovery after disturbance but was estimated by combining species richness and functional redundancy of functional traits and then discretely classifying these values into terciles. High environmental quality sites were within cities and were defined using urban green cover and heterogeneity light pollution and potential resilience of avian communities with point counts positioned in a gradient of urbanized areas.
847,Inferred,resilience + resistance,Inferred,Interaction,Community,Modeling and simulation; Field observation,ES,ES,NA,NA,Forest,Plantae,NA,NA,NA,Quantification is inferred because the study proposes the Persistence Index to assess capacity to maintain functions after disturbances and calculates it from response trait richness and response trait abundance and redundancy of response traits rather than measuring recovery dynamics. Habitat type is forest because the empirical application calculates the index for forest stands using the Third Spanish National Forest Inventory across all forests in Peninsular Spain and the Balearic Islands.
300,Inferred,resilience = distance to the boundary of the attraction basin,Latitude,Interaction,Community,Modeling and simulation,CN,"['AR', 'SC', 'GB', 'CL', 'ES']",NA,NA,NA,Plantae,NA,NA,NA,Quantification is latitude because the paper states that it mathematically defines resilience as the distance to the boundary of the attraction basin and repeatedly operationalizes this as distance to tipping points. Habitat type is NA because the resilience analysis uses mutualistic network topology and proportional abundance data from eight locations worldwide without specifying a single dominant IUCN habitat type for the data used to quantify resilience.
632,Inferred,none,Inferred,Regional network parameter,Landscape,Modeling and simulation,US,US,"N30.37, W88.43",0,Wetland,NA,NA,NA,NA,Resilience is evaluated through sea level rise thresholds derived from landscape metrics and principal component analysis of those metrics rather than from observed recovery dynamics. The study area is described as the Grand Bay National Estuarine Research Reserve with extensive salt marshes and adjacent estuarine open water which is a coastal wetland habitat.
1537,Observed,vulnerability = exposure + sensitivity + resilience,Recovery rate,Ecosystem function,Ecosystem,Modeling and simulation; Field observation,CN,CN,"N31.5, E106.0",17.0,Multi,Plantae,Unmanipulated_Climatic,Press,8030,Resilience was derived from an autoregressive modeling framework where δ captures temporal dependency and a larger δ implies slower recovery and therefore lower resilience and the resilience index was expressed as 1 – δ. This operationalization uses recovery dynamics in NDVI time series rather than a static proxy. The study area vegetation types include forests shrublands savannas grasslands wetlands and croplands indicating multiple habitat types rather than a single dominant habitat.
62,Inferred,ecosystem health = vigor + organization + resilience + services,Inferred,Ecosystem function; Regional network parameter; Land use,Landscape,Field observation,CN,CN,"N26.0, E118.0",0,Agricultural,NA,NA,NA,NA,Resilience is not measured as recovery dynamics but as a coefficient derived from land use classes and NDVI using RCi = NDVIi/NDVI-mean j × RCj with fixed resilience coefficients for land classes so the measurement is inferred. Habitat is agricultural because the study focuses on tea production and tea plantations in Fujian Province and discusses eco tea gardens and tea plantation area and tea yield as core outcomes.
756,Observed,none,Recovery degree; Resistance,Demography parameter,Population,Field experiment,NL,US,"N31.40749167, W81.28987601",0,Coastal,Plantae,Manipulated_Structural,Pulse,880,Resilience was assessed after a simulated disturbance where all above ground cordgrass biomass was clipped and all mussels were removed and the study then monitored cordgrass survival and regrowth 10 days and 13 months following the simulated disturbance. This quantifies resistance via survival shortly after disturbance and recovery degree via regrowth measured as the number of shoots after disturbance. The study site is a US saltmarsh on Sapelo Island that is regularly flooded through tidal inundation which corresponds to a coastal habitat.
126,Observed,community stability = sensitivity + asymmetry + resistance + resilience,Recovery degree,Ecosystem function,Ecosystem,Field observation,CN,"['CN', 'US']","N40.0, E100.0",0,Grassland,Plantae,Unmanipulated_Climatic,Pulse,3650,Resilience was defined as the level of productivity relative to its undisturbed state after an ECE and was calculated from Yn Ye and Ye+1 using Equation 3 which compares post ECE ANPP to the non ECE baseline. The study focused on natural grassland and compiled 36 long term observational ANPP datasets from alpine grassland on the Tibetan Plateau the Eurasian steppe and the North American prairie.
1450,Observed,none,Resistance,Composition,Community,Field observation,US,US,"N31.82, W110.87",0,Desert,Plantae,Unmanipulated_Climatic,Press,20440,Table 1 states that the diagonal entries represent the percentage of occasions where a sample did not undergo transition and indicate resilience which quantifies resilience as the ability to remain unchanged in community membership. The study area is explicitly the Sonoran Desert in Arizona USA and the data are from the Santa Rita Experimental Range within that desert landscape.
586,Observed,resilience = engineering resilience + ecological resilience,Latitude; Recovery rate,Ecosystem function,Ecosystem,Modeling and simulation,NL,NA,NA,NA,Desert,Plantae,Model_Climatic,Press,1000000,"Ecological resilience is described as the amount of rainfall change a regular patterned state can withstand before it flips which is quantified as a minus ac,N which matches a threshold to another stability region. Engineering resilience is described as the speed at which vegetation patches restore their shape after disturbance and is linked to critical slowing down which matches recovery rate. The model is motivated by dryland semi arid ecosystems and focuses on desertification into a desert state without vegetation. The study uses a reaction diffusion dryland vegetation model with rainfall driven resource scarcity and vegetation patches separated by bare soil."
123,Inferred,UEH = pressure + vigor + organization + resilience + service,Inferred,"['Land use', 'Ecosystem function', 'Regional network parameter']",Landscape,Field observation,CN,"['CN', 'EG']","N27.59, E76.11",0,Urban,NA,NA,NA,NA,Resilience is not measured as recovery dynamics but is an indicator within the P-VOR-S indicator system where resilience is represented by habitat quality and UEHI is computed by aggregating normalized indicators with weights. The study states that resilience is expressed in terms of habitat quality and UEHI is calculated from pressure vigor organization resilience and service indicators so resilience quantification is inferred from proxies rather than observed recovery. The study focuses on urban ecosystem health in coastal cities and repeatedly frames the system as urban ecosystems with land use classification and urban centers used for validation so the dominant habitat type is urban.
176,Observed,resilience = recovery degree; recovery rate,Recovery degree; Recovery rate,Cover; Diversity,Community,Field experiment,US,"['TR', 'US', 'AR']","N16.0, E-49.7",97.6,Grassland,Plantae,Manipulated_Structural,Pulse,730,Quantification is based on the statement that resilience was defined as the rate and degree of native community recovery from disturbance and they measured the degree to which native cover and richness in disturbed plots matched adjacent undisturbed plots in each post treatment year. Habitat type is grassland because experiments were conducted at grassland sites in natural bunchgrass communities and the methods describe all ranges as bunchgrass systems.
865,Observed,stability = resilience + latitude + asymptotic stability,Latitude; Other,Composition,Community,Modeling and simulation,US,NA,NA,NA,NA,NA,['Model_Structural'],Press,50,The paper states that Holling called resilience the height of the basin of attraction and it describes this as the height of V0 in the ball in cup diagram. It also states that latitude is the width of the basin of attraction and it presents three metrics of stability including basin width and basin height. Habitat type is not specified because the work uses three classic ecological models and simulations without field sampling locations or habitat descriptions.
153,Inferred,ecological adaptability cycle = potential + resilience + connectivity,Inferred,Ecosystem function,Ecosystem,Field observation,CN,CN,"N37.125, E109.583",0,Grassland,Plantae,NA,NA,NA,Resilience was not quantified as recovery after a defined disturbance but was inferred because the study states that resilience patches were identified as those with significant long term NDVI increase and that continuous green trend indicates stronger resilience. Habitat type is Grassland because the study area description states grassland is the major land use type and the results state the primary ecological sources were mainly concentrated in the middle and the land use type was mainly grassland.
226,Observed,resilience = ability to avoid qualitative state changes,Latitude,Density,Community,Modeling and simulation,US,US,"N44.6, W110.5",0,Forest,Plantae,Model_Fire,Pulse,547500,Resilience was defined as the ability to avoid qualitative state changes and was evaluated using extirpation thresholds and fire rotation demarcating regeneration failure or success which indicates a threshold beyond which the original community cannot be maintained. The case study region was the subalpine forests of Yellowstone National Park and the model was parameterized for this forest system.
137,Inferred,ecosystem health = vigour + organisation + resilience + services,Inferred,Land use,Landscape,Modeling and simulation; Field observation,CN,CN,"N30.655, E103.892",1.325,Urban,NA,NA,NA,NA,Resilience was not quantified from recovery dynamics and was instead assigned using land use categories because the methods state that the vegetation recovery coefficient and resistance index were determined based on relevant studies and values associated with the respective urban expansion areas and Table 2 reports resilience values by land use. The habitat context is dominated by urban expansion and impervious surfaces because the study evaluates ecological security patterns based on urban expansion in Chengdu and classifies land use including impermeable surfaces urban and other constructed areas.
986,Observed,resilience = resistance + recovery,Resistance; Recovery degree,Biomass,Community,Field experiment,CH,CH,"N46.847222, E6.575",0,Grassland,Plantae,"['Manipulated_Climatic', 'Manipulated_Structural']",Pulse,730,Resilience was defined as combining resistance and recovery and the study calculated resistance as the ratio of regrowth biomass during drought to pre-drought biomass and calculated recovery and resilience as ratios of biomass after drought to biomass before drought. These ratios quantify resistance and recovery degree using above-ground biomass harvested in the plots. The site was described as a species-rich pasture and semi-natural grasslands in the Swiss Jura Mountains which corresponds to grassland habitat.
53,Observed,none,Resistance; Recovery degree; Recovery time,Growth,Individual,Field observation,CN,CN,"N40.77, E110.94",1.11,Forest,Plantae,Unmanipulated_Climatic,Pulse,14235,Resistance was quantified as RWDr divided by RWpreDr and recovery was quantified as RWpostDr divided by RWDr and resilience was quantified as RWpostDr divided by RWpreDr and recovery period was quantified as Yearrecover minus YearDr with RW defined as tree ring width. The sampling sites were described as three secondary coniferous broad leaved mixed forests and tree ring cores were collected from mature trees in these forests.
1999,Observed,none,Resistance,Composition; Density,Community,Field experiment,BR,BR,"S22.8046, W49.2175",0,Grassland,Plantae,Manipulated_Fire,Press,2555,Resilience was evaluated by comparing the grass layer before the first fire in 2015 and after seven annual mid-dry-season fires in 2022 and the study states that after seven annual burns community composition remained unchanged and grass density doubled evidencing the grass layer's resilience to repeated fires. This corresponds to resistance because the system maintained its composition under repeated fire. The habitat is grassland because the study selected grassland plots in grassland patches with grass-dominated vegetation and continuous ground layer locally classified as campo sujo.
786,Observed,engineering resilience = time of complete recovery,Recovery time,Ecosystem function,Ecosystem,Field observation,TW,TW,"N24.35, E121.31",0,Forest,Plantae,Unmanipulated_Fire,Pulse,7665,The study states that engineering resilience is defined as the time of complete recovery tc and tc is predicted by curve fitting of forest recovery trajectories to an exponential decay function. The recovery trajectories are based on time series Landsat NBR and the stable state is assumed as the level of pre disturbed or undisturbed reference area. The study area is described as pine plantation forest with overstories dominated by Pinus taiwanensis and other tree species.
68,Observed,resilience = resist + recover,['Resistance; Recovery degree'],['Cover; Ecosystem function'],Ecosystem,['Field experiment; Field observation'],FR,FR,"N43.9167, E3.0667",0,Shrubland,Plantae,Manipulated_Climatic,Pulse,1825,Quantification is based on the stated definition that resilience is the capacity to resist and recover from stress and the methods that calculate a resilience index as the ratio between plant response under drought versus ambient treatment with significant differences to 1 described as full recovery. Habitat type is supported by the site description stating the study was conducted in a native grass-shrub rangeland.
84,Observed,resilience = resistance + recovery,Resistance; Recovery degree; Recovery time; Recovery rate; Other,Growth,Individual,Field observation,ES,ES,"N41.6205, W0.3011",0,Shrubland,Plantae,Unmanipulated_Climatic,Pulse,14610,Resilience indices were calculated from standardized ring width series for the 2005 and 2012 droughts including resistance defined as capacity to sustain growth during the stress episode and recovery defined as ability to recover after disturbance and resilience defined as ability to reach pre disturbance growth levels plus recovery period and average recovery rate and total growth reduction. The study took place in two Mediterranean shrublands with sparse trees in semi arid north eastern Spain.
112,Inferred,resilience = resistance + recovery + adaptation + renewal,Inferred,Socio-eco parameter,Landscape,Field observation,CN,CN,"N41.000000, E85.000000",0,Desert,NA,NA,NA,NA,Resilience is quantified as a composite index value Ci from an improved TOPSIS model using an indicator system rather than system recovery dynamics. The paper states that the framework encompasses four key domains resistance recovery adaptation and renewal and Table 1 lists socio ecological indicators such as per capita water resources PM2.5 and tourism income used to compute TSESR. The study area is described as an arid region with vast deserts including the Taklamakan Desert and the assessment is for Xinjiang arid areas.
203,Observed,none,Recovery rate,Ecosystem function,Ecosystem,Modeling and simulation,NL,NA,NA,NA,Wetland,Virtual,Model_Resource,Press,18250,Resilience was quantified using early warning indicators linked to critical slowing down including autocorrelation at lag-1 and standard deviation and density ratio calculated as trends on residual time series which the text describes as increased recovery time after a minor perturbation. The virtual system is a shallow lake simulated with PCLake and the study focuses on lake water quality variables such as chlorophyll-a transparency Secchi depth oxygen and nutrient stocks which correspond to an inland freshwater habitat.
1307,Observed,resilience + resistance,Resistance; Recovery degree,Composition,Community,Field experiment; Field observation,CA,CA,"N56.7704, W118.3744",0,Forest,Animalia,Manipulated_Biological resource use,Pulse,1825,Resistance was quantified using pairwise comparisons of community dissimilarity between harvesting treatments and uncut control stands over time which the authors state they interpreted as a measure of resistance and potential resilience. Recovery was quantified as similarity of postharvest beetle assemblage composition to uncut control stands including statements that higher retention had similar compositions to uncut stands within five years and that five-year recovery differed among cover types. The habitat is boreal mixedwood forests at the EMEND research site described as forest cover classes with deciduous and conifer canopies in northwest Alberta.
818,Observed,stability + resilience,Resistance; Recovery degree; Other,Composition; Diversity; Ecosystem function,Community,Field observation,FR,"['BE', 'NL']","N50.80, E5.68",0,Grassland,Plantae,Unmanipulated_Climatic; Unmanipulated_Landuse and infrastructure development,Pulse; Press,12775,Resilience was quantified from temporal community data using annual versus decadal turnover where the temporal beta Simpson annual versus decadal turnover gives a measure for resilience and from recovery to initial conditions where the functional group distribution returned to the same as at the beginning. The study also quantified resistance as stability of composition and structure and used a between-plot resilience metric as the product of annual replacement and overall similarity. The habitat is calcareous grassland described as relic calcareous grasslands and a uniformly managed grassland complex near Maastricht at the Belgian-Dutch border.
1153,Observed,none,Recovery time,Composition,Community,Modeling and simulation; Field observation,US,US,"N48.39, W124.74",0,Coastal,Animalia; Plantae,Model_Biotic,Pulse,1825,Resilience was quantified as return time because the study states that resilience was assessed by return time and it calculated return time as 1 divided by the subdominant eigenvalue. The habitat is coastal because the study site is a rocky intertidal community in the middle intertidal zone of Tatoosh Island.
6,Observed,resilience = resistance + recovery + invariability,Resistance; Recovery rate; Invariability,Ecosystem function,Ecosystem,Field observation,US,US,"N42.4, W85.3667",0,Grassland,Plantae,Unmanipulated_Climatic,Pulse,7300,Resistance was estimated as |Ye−Yn|/|Yn| and recovery was estimated as |Ye−Yn|/|Ye+1−Yn| using annual above ground net primary productivity in precipitation event years and the year after. Long term invariability was estimated as mean ANPP divided by the standard deviation of ANPP. The study plots are described as six 1 ha grasslands at the Kellogg Biological Station Long Term Ecological Research site and the study evaluates productivity resilience in this temperate grassland community.
857,Inferred,resilience = capacity to tolerate fire without shifting to an alternative ecosystem state,Inferred,Demography parameter,Community,Field observation,US,['US'],"N46.828, W112.808",0,Forest,Plantae,NA,NA,NA,Resilience was assessed using post-fire tree seedling establishment described as a key indicator of forest resilience rather than by measuring recovery dynamics of a state variable through time. The study defines post-fire resilience as the capacity to tolerate fire without shifting to an alternative ecosystem state and then evaluates it via establishment rates across plots. The study area is described as subalpine forests and mountainous conifer forest dominated by Engelmann spruce subalpine fir and lodgepole pine.
218,Observed,none,Recovery rate; Resistance,Physiological indicator,Ecosystem,Field observation,NL,['MX'],NA,NA,Agricultural,Plantae,Unmanipulated_Climatic,Press,548,Resilience was quantified using grass greenness with standardized impact and absolute recovery rates as proxies for ecological resilience to drought with impact defined as the change in grass greenness percent between wet season 2018 and dry season 2019 and recovery rates defined as the absolute change in grass greenness per day after each dry season. The habitat was cattle pastures described as actively used cattle pastures planted with C4 exotic grasses and established by logging and burning dry forests.
243,Observed,resilience = recovery rate; latitude,Recovery rate; Latitude,Demography parameter; Composition,Community,Field observation,US,DO,"N19.0, W70.9",0,Forest,Plantae,"['Unmanipulated_Fire', 'Unmanipulated_Climatic']",Pulse,7300,The study defines resilience as the rate a variable returns to its reference condition after a perturbation and it quantifies this using post fire return toward pre fire demographic rates and compositional recovery. It also evaluates resilience sensu Holling as whether altered states form and persist under changing disturbance regimes which corresponds to assessing tipping into alternate vegetation states. The data come from monodominant pine forest permanent plots in the Cordillera Central described as tropical montane pine forest.
1093,Observed,none,Recovery degree; Latitude,Cover,Community,Modeling and simulation,GB,"['BZ', 'BS', 'BQ', 'JM']","N17.2, W87.8",7.0,Marine.Neritic,Animalia,Model_Climatic,Pulse,18250,Resilience was quantified from simulated post hurricane coral cover because the methods state that the net outcome of hurricane induced disturbance and recovery on total coral cover was evaluated after a 50 year simulation. The study also quantified a threshold based resilience mechanism because it states that a small increase in grazing shifted the reef beyond a bifurcation point and that mangroves shifted the threshold level of mortality upwards by 2–4%. The habitat is Marine.Neritic because the model and field data are from coral reefs and forereefs at depths 3–6 m and 7–15 m and include sites such as Glovers Atoll Belize and reefs in Bonaire and the Bahamas.
2073,Observed,none,Resistance,Demography parameter,Population,Field experiment; Indoor experiment,DE,DE,"N54.351, E10.155",0,Marine.Neritic,Animalia,Manipulated_Climatic,Pulse,64,Quantification is resistance because the study states it aimed to project resilience and it reports survival probabilities and mortality during constant and dynamic heatwave exposure rather than time to return to a prior state. Habitat type is Marine.Neritic because the study system is subtidal Western Baltic Sea and Kiel Fjord shallow water habitats and the experiments used seawater from the fjord and regional shallow water communities.
260,Inferred,resilience = resistance + adaptation + development,Inferred,Ecosystem function; Abiotic parameter; Land use; Socio-eco parameter,Ecosystem,Field observation,CN,ET,"N7.5, E37.0",0,Agricultural,NA,NA,NA,NA,Quantification is inferred because the study constructed an indicator system and calculated FER as a composite of HD ND GD RF RFS RFM RS using weighted normalized level-2 indicators rather than measuring recovery after a defined disturbance. Habitat type is Agricultural because the study focus and data base map are farmland ecosystems and the farmland distribution was derived from the MODIS Land Cover product.
128,Inferred,none,Inferred,Regional network parameter; Ecosystem function; Land use,Landscape,Modeling and simulation; Field observation,CN,CN,"N22.7882, E108.2939",0,Urban,NA,NA,NA,NA,Resilience was not quantified from observed recovery dynamics of a state variable over time but was evaluated using proxy indicators including robustness and connectivity of an ecological network and ecosystem services values before and after simulated urban regeneration. The study states that it uses robustness to investigate stability or how resilient the ecosystem is to disturbances and reports changes in robustness curves and connectivity indices rather than recovery time or rate of an ecological state variable. The study area is described as the Nanning City District with old urban buildings dominating in the north central region and construction land covering 44.29 percent indicating an urban habitat context for the resilience related analysis.
1120,Observed,stability = resistance + resilience,Recovery degree,Abiotic parameter,Ecosystem,Field experiment,CA,CA,"N48.78, W123.70",0,Savanna,Plantae,Manipulated_Fire,Pulse,730,Resilience was defined as recovery of pre-disturbance light levels and bare soil and was quantified as a statistical comparison of pre vs post disturbance levels which corresponds to recovery degree. The study site is described as an oak Quercus garryana savanna remnant in the Cowichan Garry Oak reserve on southeastern Vancouver Island which matches the Savanna habitat type.
