paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
81,Inferred,resilience = disturbance + carrying + recovery,Inferred,Land use; Regional network parameter; Ecosystem function; Abiotic parameter; Socio-eco parameter,Landscape,Field observation; Modeling and simulation,CN,CN,"N29.25, E112.75",0,Multi,NA,NA,NA,NA,The paper states it developed an ecological resilience assessment process chain across the disturbance carrying recovery dimensions and names it the D-C-R three-dimensional process model chain with ecological disturbance force ecological carrying capacity and ecological recovery capacity. Ecological resilience is quantified as an index ERI computed from EDF ECC and ERC with assigned weights and with EDF described as inverse normalized and ECC and ERC as normalized positive values. The indicators used to build EDF ECC and ERC include land use vulnerability distance from water bodies population density nighttime lights GDP road network density landscape metrics from Fragstats ecosystem service outputs from the InVEST model and recovery indicators including NDVI and NPP and land use recovery and sewage treatment and education and health institutions. The methods describe weighted calculations on these indicators and exploratory spatial data analysis and Geodetector to analyze spatiotemporal variations from 2000 to 2020 rather than measuring recovery dynamics of a specific disturbed system state variable after a defined disturbance event. The study area is the Dongting Lake region spanning Hunan and Hubei provinces and the case study cities are Yueyang Changde Yiyang and Jingzhou. The first author affiliation is Central South University in Changsha China. The study uses remote sensing imagery and other spatial datasets standardized to 1 km by 1 km and mapped in ArcGIS which is field observation and it also uses models including InVEST and Geodetector and weighting methods which are modeling and simulation. No explicit disturbance event response is quantified and the disturbance force dimension represents likelihood and intensity of potential disturbances so disturbance type pattern and observation duration for recovery after disturbance are not specified. The land use map and description indicate multiple habitat types including lake waters floodplains hills and low mountains and peripheral forest areas so the dominant habitat type cannot be reduced to a single IUCN class.
17,Observed,ecosystem stability = resistance + resilience,Recovery rate,Ecosystem function,Ecosystem,Field observation,CN,CN,"N41.5, E90.0",17,Desert,Plantae,"['Unmanipulated_Climatic', 'Unmanipulated_Hydrological']",Press,8030,The study states that it assessed ecosystem stability using NDVI from 2001 to 2022 and ecosystem responses to changes in precipitation soil moisture and potential evapotranspiration using an ARx model. It defines resistance and resilience as two aspects of ecosystem stability and says resilience characterizes the ability to recover its original state after disturbances. In the ARx model NDVI anomaly at time t is modeled with NDVI anomaly at time t minus 1 and hydroclimatic anomaly terms and the coefficient alpha characterizes resilience. The text explains that a larger absolute alpha implies a slow rate of returning to an equilibrium state from a disturbance which is a recovery rate concept. The target variable used in the resilience quantification is NDVI anomaly and NDVI is used as an indicator to reflect changes in ecosystem status which is a vegetation index used as an ecosystem characteristic indicator. The approach is remote sensing observation processed in Google Earth Engine rather than a manipulative experiment. The first author affiliation is Lanzhou University in China. The study area is the arid region of Northwest China with coordinates 73E to 107E and 34N to 49N and the average coordinate is reported. The disturbance is hydroclimatic anomalies including precipitation anomalies and soil moisture anomalies and potential evapotranspiration anomalies treated as external disturbances and exposure is defined by frequency of extreme events over 2001 to 2022 growing seasons indicating a sustained anomaly regime. The observation window spans 2001 to 2022 with MODIS 16 day data aggregated to monthly giving 22 years or 8030 days.
1371,Observed,resilience + resistance,Recovery time,Abundance,Population,Modeling and simulation,DE,"['DE', 'DK', 'NL']","N53.8, E8.9",4.3,Grassland,Plantae,Model_Hydrological; Model_Chemical,Pulse,54750,The introduction defines the study focus as engineering resilience meaning the return time of individual plant species in a community to the equilibrium after abrupt change events. The methods impose a one year change event in groundwater level and salinity in process based model simulation experiments with a 50 year burn in and 100 simulation years after return to previous conditions. Resilience is aggregated into return time and amplitude of the response peak and return time is quantified as the number of years for which control and treatment runs differed significantly after the change event. The disturbance is therefore model imposed and consists of abrupt temporary groundwater level change and salinity change. The disturbance is treated as a discrete one year event so it is a pulse. The process based model response variable used for resilience quantification is species specific relative frequency defined as the proportion of replicate runs in which a species was present. The first author affiliation is Technische Universitaet Braunschweig in Germany. Field data used to estimate SDMs and parameterize the PBM were collected on 318 sites along the German Danish and Dutch Baltic and North Sea coast. The illustrative study site Michaelsdorf is given as 12.56 E and 54.36 N and the broader COMTESS sampling extent is 3.7 to 13.4 E and 51.3 to 56.3 N so the average coordinate is approximately 53.8 N and 8.9 E with a farthest deviation sum of about 4.3 degrees. The habitat described for the study site is mainly grazed grassland and the focal subjects are coastal plant species including Lolium perenne and Scirpus maritimus.
1015,Observed,resilience = rate of recovery,Recovery rate,Cover,Community,Field experiment,US,US,"N38.3195, W123.6734",0,Coastal,Plantae,Manipulated_Structural,Pulse,810,The introduction defines resilience as rate of recovery by stating greater resilience rate of recovery of more species rich assemblages. The methods describe a 27 month field experiment in cleared patches that mimic naturally forming gaps and this is a direct imposed disturbance with subsequent recovery measurements. Recovery rates were quantified by comparing the slope of perennial algal cover over time among treatments and by testing time by treatment interactions on the slope of cover over time. The target variable used for the recovery rate analysis was perennial algal cover because the methods state they analyzed perennial cover to assess recovery rates. The study system is a rocky intertidal community at the Bodega Marine Reserve on the northern coast of California USA with coordinates given as 3881901200N 123 8402400W. The first author affiliation is Center for Population Biology University of California Davis California USA. The disturbance is the experimental clearing by scraping the rock surface within patches bare of all visible algae which is a structural manipulation. The disturbance is treated as a discrete event at the start of the experiment with recovery tracked monthly which matches a pulse disturbance. Observation duration is 27 months from May 2008 to 27 months later when the experiment was terminated and algae were destructively sampled.
186,Observed,none,Recovery rate,Demography parameter,Population,Modeling and simulation; Field observation,GB,"['AU', 'JP']","S30.3, E153.1",57.0,Marine.Neritic,Animalia,"['Unmanipulated_Climatic', 'Unmanipulated_Structural']",Press,1095,The introduction frames resilience as population responses to recurrent disturbances and the methods quantify population characteristics using integral projection models parameterized with annual surveys of 3171 tagged coral colonies between 2016 and 2019. The study states that short-term potential measures describe populations following displacement from stationary equilibrium due to disturbances and defines the damping ratio as demographic recovery describing the rate at which a perturbed population converges back to its asymptotic growth trajectory. This makes the resilience measurement observed because it is quantified from system state variables derived from repeated observations of survival growth fragmentation and recruitment. The quantification aligns with recovery rate because damping ratio is explicitly a rate of convergence back to the asymptotic trajectory. The target variable type is demography parameter because resilience related metrics are derived from survival transitions fecundity recruitment and population growth dynamics. The level is population because the IPMs quantify population growth and recovery metrics for assemblages. The approach combines field observation for the annual tagged colony surveys and modeling and simulation for the IPM based quantification. The first author affiliation is University of St Andrews in the United Kingdom. Field data were collected in eastern Australia and southern Japan. The methods provide GPS coordinates for four regions and the average of those coordinates is approximately S30.3 E153.1 with the farthest point differing by about 57 degrees when summing maximum latitude and longitude differences. The habitat is coral reef communities in nearshore shallow marine settings so Marine.Neritic. The subjects are corals which are animals. Disturbance is treated as unmanipulated climatic variability via SST regimes and as unmanipulated structural displacement from equilibrium due to disturbances without experimental manipulation and the disturbance is considered as recurrent variability over long time series and annual surveys which is press. The observation window for the demographic surveys spans 2016 to 2019 which is about 1095 days.
693,Inferred,none,Inferred,Ecosystem function; Diversity,Ecosystem,Modeling and simulation; Field observation,CH,"['CH', 'DE', 'FR', 'ES', 'AD', 'AT', 'IT', 'SI', 'LI', 'SK', 'PL', 'CZ', 'UA', 'RO', 'SE', 'NO', 'FI', 'GB', 'IE', 'EE', 'LV', 'LT']",NA,NA,Wetland,Plantae,NA,NA,NA,"The methods state that they aimed ""to approximate the resilience of each lineage in P. farinosa to climate change"" by modeling ""the current and future distribution of suitable habitats expressed as the number of climatically suitable cells"" using species distribution models and future climate projections. This is not a direct measurement of system recovery dynamics and instead uses modeled habitat suitability as a proxy for resilience so the measurement is inferred. The study also quantifies intraspecific genomic diversity using ""expected heterozygosity"" and ""expected allelic richness"" and treats climatic niche breadth as ""a proxy for the ecological diversity of each lineage"" which are proxy indicators linked to resilience in the introduction and discussion. No explicit equation framework defining resilience is provided and resilience is discussed conceptually alongside genetic diversity and niche breadth. The first author affiliation is ""Univ. of Zurich Zurich Switzerland"" so the institution country is CH. Occurrence and sampling span the CW Alps W Carpathians Scandinavia and Pyrenees and the introduction lists regions including ""Carpathians Alps Iberia"" and ""British Isles Baltic region and southern Scandinavia"" so multiple European countries are involved but coordinates are not provided. The habitat description includes ""calcareous fens edges of streams or lakes"" indicating Wetland as the major habitat type. The focal organism is the plant ""Primula farinosa"" so the taxon is Plantae."
1145,Observed,resilience = capacity to remain within a stability domain or state,Latitude,Ecosystem function,Ecosystem,Modeling and simulation,US,"['US', 'CA']",NA,NA,Wetland,NA,"['Model_Resource', 'Model_Biotic', 'Model_Chemical']",Press,NA,Resilience is explicitly defined as the capacity of a system to remain within a stability domain or state and the size of the region between the desired stable state and the separatrix represents the resilience of the stable state. The Methods quantify resilience as the size of the area between the lower stable equilibrium and the unstable equilibrium and also describe flip up and flip down points and critical P input rates for transitions between low and high chlorophyll. This corresponds to a threshold based ability to avoid shifting to an alternative stable state which matches latitude. The response variable used in the model is areal chlorophyll and the paper states chlorophyll levels are affected by phosphorus loading DOC and food web effects and uses areal chlorophyll as the metric managers are interested in controlling visible algal blooms. The study uses a nonlinear deterministic model and stochastic simulations that randomly select driver values and calculate distributions of equilibrium chlorophyll and resilience across 1000 trials and also simulates 150000 lakes for comparative study emulation which is modeling and simulation. Parameters were estimated for northern Wisconsin lakes and the first author affiliation listed is Center for Limnology University of Wisconsin Madison Wisconsin USA. Driver data include a regression for thermocline depth for small lakes in Ontario Canada and harvest data for 210 northern Wisconsin lakes from the Wisconsin Department of Natural Resources and DOC data sets for northern Wisconsin and experimental lakes in northern Michigan. Disturbance drivers are imposed in the model as changes in P loading harvest and DOC which represent resource input changes food web alteration by angling and chemical environment changes via dissolved organic carbon. The disturbance is treated as sustained driver levels in equilibrium and Monte Carlo sampling rather than discrete events so it is press. No explicit coordinates are provided for the lake district or the Ontario regression lakes so location and range are NA. The system is lakes and lake districts and the closest IUCN category provided is wetland. The resilience target is an ecosystem state variable rather than a specific taxon so taxon is NA.
361,Inferred,none,Inferred,Interaction; Diversity,Community,Field observation,CZ,"['GR', 'HU', 'ES', 'NL', 'FI', 'IT', 'FR', 'PL', 'CZ', 'EE']",NA,NA,Urban,Animalia,NA,NA,NA,The study defines high environmental quality urban areas partly by avian communities with high potential resilience to face ecological stress and it estimates potential resilience by combining species richness and functional redundancy of functional traits. The methods state that potential resilience of bird assemblages was estimated by combining the species richness and redundancy of functional traits and that functional redundancy was calculated using the functional evenness FEve index based on 73 traits plus body mass. Resilience is therefore not measured as recovery after a disturbance but is constructed from proxy indicators species richness and FEve and then discretized into terciles and combined into a categorical potential community resilience. The introduction defines ecological resilience as capacity to absorb environmental changes without altering its main functions but the analysis does not quantify absorption or recovery dynamics. The framework is not expressed as an equation and resilience is discussed conceptually rather than as a component in an explicit formula. The data come from standardized point counts in 15 cities in 10 European countries during the 2018 breeding season which is field observation. The first author affiliation is Czech University of Life Sciences Prague in the Czech Republic. The field countries are the countries listed for the surveyed cities in Table 1. The habitat is urban because point counts were positioned in a gradient of urbanized areas and environments were classified as urban by built up area building density and human density criteria. The taxon is Animalia because the focal subjects are birds and the resilience proxy is based on bird community metrics. Disturbance type pattern and observation duration for resilience are not applicable because measurement is inferred and no disturbance response window is quantified.
847,Inferred,resilience + resistance,Inferred,Interaction,Community,Modeling and simulation; Field observation,ES,ES,"N40.0, W3.5",0,Forest,Plantae,NA,NA,NA,The paper proposes a quantitative measure called the Persistence Index to assess the capacity of communities to maintain their functions and services after disturbances and it is formulated from response trait richness and response trait abundance and redundancy rather than from observed recovery dynamics. The index inputs are a species specific response trait matrix and a vector of species relative abundance and the case study uses national forest inventory plot data and a response trait database. Resilience is defined as the ability to undergo disturbance without shifting to an alternative state and resistance is treated as a complementary concept and the study discusses resilience and resistance together without defining a higher level variable that includes resilience. Because resilience is assessed via response traits and their abundance and redundancy rather than time series of ecosystem state recovery the measurement is inferred and quantification is inferred. The traits are response traits and redundancy across species which is an interaction network related proxy. The target community is tree communities in forest stands so the level is community and the taxon is Plantae. The study uses Monte Carlo simulations and also field observation data from the Third Spanish National Forest Inventory. The first author affiliation is in Solsona Spain. The field data are from Peninsular Spain and the Balearic Islands and the map indicates the study area in Spain so an approximate central coordinate is provided with a small range. The habitat is forest because the case study is Iberian forests and forest stands.
300,Observed,resilience = distance to the boundary of the attraction basin,Latitude,Abundance,Community,Modeling and simulation,CN,"['AR', 'SC', 'GB', 'CL', 'ES']",NA,NA,Multi,Plantae,Model_Structural,Pulse,24,The paper states that it mathematically defines resilience as the distance to the boundary of the attraction basin and calls this the distance to the tipping point. It develops a one dimensional function and a scaling factor to compare distances to tipping points across systems. It uses species abundance data and mutualistic network topology from 54 real world mutualistic networks and estimates parameters then uses simulations to obtain recovery rates and distances to tipping points. The resilience quantification is therefore the distance to tipping point which is a threshold boundary concept. The target variable used in the core resilience comparison is abundance including effective abundance and mean field abundance x and proportional abundances yi. The study subjects are plants and animals but the abundance data used for parameter estimation are stated as abundance data for plant species. Perturbations are imposed in simulations by removing nodes and links and changing weights and by state perturbations which are treated as discrete perturbation events in the simulations. The first author affiliation is Shanghai Jiao Tong University in China. The abundance data are from seven papers and include locations explicitly named as Nahuel Huapi National Park in Argentina and Morne Seychellois National Park Mahé in Seychelles and the figure text names Hickling and references include Chile and Tenerife Canary Islands Spain and UK based studies. The text does not provide explicit coordinates in the provided excerpt because Extended Data Fig 1 is referenced for LAT and LONG but the values are not shown here. The time axis for recovery after perturbation is shown with t from 0 to 24 in the figure describing deviation over time.
632,Inferred,none,Inferred,Regional network parameter,Landscape,Modeling and simulation,US,US,"N30.37, W88.43",0,Wetland,NA,NA,NA,NA,The abstract states ecological threshold is used to facilitate evaluation of ecosystem resilience and the study derives sea level rise thresholds for salt marsh stability. Methods state spatial patterns of salt marshes were quantified by 26 landscape metrics predicted from a mechanistic wetland change model and thresholds were derived from sigmoid fits and from the first principal component. The study evaluates resilience via thresholds based on landscape metrics and principal components rather than measuring recovery dynamics of a state variable through observed time series. The introduction and discussion repeatedly frame the work as deriving sea level rise thresholds and interpreting larger thresholds as higher resilience such as larger sea level rise thresholds mean higher resilience. The approach is modeling because a mechanistic model predicts salt marsh change under sea level rise scenarios and a neutral model simulates random change. The first author affiliation is The University of Southern Mississippi in the United States. The study area is Grand Bay National Estuarine Research Reserve in Mississippi United States with coordinates 30.37 N 88.43 W. The habitat is salt marsh coastal wetland. Because the resilience quantification is landscape metrics and principal component scores the level is landscape and the target variable type is regional network parameter. Disturbance fields are NA because the measurement is inferred per the instructions.
