paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
339,Observed,resistance + resilience,Recovery rate,"['Abundance', 'Density', 'Diversity']",Community,Field observation,ET,ET,"N9.452, E39.746",0,Multi,Animalia,['Unmanipulated_Hydrological'],"['Pulse', 'Press']",640,The methods state that sampling was conducted as pre-and-post hydrologic disturbance events and that a storm event caused a flash flood or spate on 17 September 2016 with post-spate sampling after one month after four months and after eight months. The methods also state that the dry period was extended from October to mid-June and stream flows were substantially reduced and that May served as a post-disturbance to reduced flow data with January taken as the pre-disturbance data. The paper states that resistance and resilience scores were computed based on the ratios of post-disturbance to pre-disturbance data following Melo et al. 2003. The introduction defines resilience as the potential of a system to recover from and maintain its basic structures and functions following disturbances and discusses resistance and resilience together as how stream communities respond. The dependent variables used throughout the analyses are taxa abundance species density and diversity and these are the variables used in the resistance and resilience score calculations. The resilience score is described as a recovery score and is calculated from post versus pre disturbance values which operationalizes recovery as a rate like ratio rather than a time to recovery. The disturbance is hydrological because the study focuses on spates and reduced flow and describes flash flood or spate and drying or low-flow. The spate is treated as a discrete event with sampling on specific days after the spates and specific months after the September 2016 event which matches a pulse. The reduced flow is treated as an extended dry period with substantially reduced flows and persistent reduced flow conditions which matches a press. The study area is Dinki watershed in the central highlands of Ethiopia with coordinates given between 9 23 19.99 to 9 31 3.90 N and 039 44 43.47 to 039 44 46.47 E and the average coordinate is reported. The first author affiliation includes Jimma University Ethiopia and Injibara University Ethiopia. The observation window spans from the September 2016 spate through the July 2017 sampling effort which is about 640 days.
394,Observed,stability = resistance + resilience + recovery,Recovery degree,"['Composition', 'Ecosystem function']",Community,Field observation,NZ,NZ,"S43.719444, E169.402222",0,Forest,"['Bacteria', 'Archaea']",Unmanipulated_Geophysical,Pulse,401500,"The introduction states that ecosystem stability is multidimensional and is “comprising resistance, resilience and recovery” which supports the framework stability = resistance + resilience + recovery. The study defines ecological resilience as “capacity to regain structure, function and processes despite disturbance” and tests whether communities “return to predisturbance configuration” in sequential interseismic phases. Resilience is evaluated using sediment core time series data spanning “the past 1100 years” with samples grouped into postseismic and interseismic phases after four earthquakes which is direct observation of community change through time. The main response variables used in the core analyses are “microbial community composition” from 16S rRNA metabarcoding and “predicted enzymes” and “enzyme composition” from paprica inferred functions which are used in multivariate comparisons between phases. The disturbance is described as “four large earthquake induced sediment pulses” and earthquakes are a geophysical natural event treated as pulse disturbances. The methods give the study site coordinates as “43°43′10″S, 169°24′8″E” for Lake Paringa in New Zealand and the catchment is “dominated by undisturbed temperate rainforest”. The first author affiliation is the Cawthron Institute in Nelson New Zealand. The observation window is the sediment record spanning “a period of 1100 years” which is approximately 1100 times 365 days."
972,Observed,none,Recovery degree,Composition,Community,Field observation,US,US,"N43.5, W112.0",0,Shrubland,Plantae,Unmanipulated_Biotic,Press,30295,The study states that it analysed long-term vegetation records from two sites spanning nine decades and that it quantified the historical response of resident species to cheatgrass invasion. Vegetation data at both sites are described as density of plants in permanently marked 1 m2 quadrats sampled repeatedly between 1923 and 1973 at USSES and between 1950 and 2006 at INEEL. The analysis quantified change in vegetation composition as species dissimilarity relative to initial conditions and interpreted a decline in dissimilarity at USSES as recovery following the decline in cheatgrass. The discussion explicitly says community composition at USSES appeared to recover towards the initial conditions after peak cheatgrass density but there was no evidence for similar recovery at INEEL. Resilience is not defined with an explicit equation and is discussed in relation to thresholds and state and transition models without a stated component framework. Resilience is quantified through the degree of return of community composition toward initial conditions using species dissimilarity trajectories. The target variable used for this quantification is vegetation composition expressed as species dissimilarity and community transitions among statistically distinguishable plant communities. The focal biological level is community because the quantified variable is species composition across multiple plant species within communities. The approach is field observation because the data are long-term field records from permanently marked plots rather than an imposed experiment or simulation. The first author affiliation is Texas A and M University in the United States and the study sites are in Idaho USA with Table 1 giving locations near Dubois Idaho and Idaho Falls Idaho around 44 N 112 W and 43 N 112 W. The habitat is sagebrush steppe dominated by Artemisia shrubs and perennial grasses which fits shrubland. The disturbance involved in the resilience assessment is cheatgrass invasion described as a biotic invasion and it is treated as a long term driver across decades rather than a discrete event. The observation duration for the longest record is from 1923 to 2006 which is 83 years or 30295 days.
1457,Observed,none,Latitude,Cover,Ecosystem,Modeling and simulation,GB,['JM'],"N18.109, W77.297",0,Marine.Neritic,Animalia,Model_Climatic,Pulse,9125,The study states it uses a fully parameterized simulation model and a simple analytical model and it defines critical thresholds of grazing and coral cover beyond which resilience is lost. It further states that the hysteresis plot defines thresholds and bifurcation points and that for a given level of grazing a reef will be resilient if disturbance and recovery do not force its state below the unstable equilibrium. This treats resilience as the ability to avoid a shift to an alternative stable macroalgal dominated state which matches a threshold based latitude concept. The resilience plot is generated by recording the probability that a reef drops below the mean unstable equilibrium during 25 year stochastic simulations with hurricanes. The target variables used in the resilience analysis are coral cover and grazing and the resilience plot uses initial coral cover and the unstable equilibrium boundary. Coral cover is a cover variable and it is an ecosystem state variable describing reef state. The approach is modeling and simulation because resilience is quantified from imposed stochastic hurricane disturbance in simulations. The first author affiliation is University of Exeter UK. The model is compared to field data from Jamaica and the figure caption specifies forereefs in Jamaica at 10 m depth so the field country is Jamaica. No coordinates are provided so the location is approximated to Jamaica. Hurricanes are treated as acute events occurring stochastically with a 20 year periodicity which is a pulse disturbance. The simulation uses a 25 year run with discrete six month steps so the observation duration is 25 years which is 9125 days.
1046,Observed,stability = resistance + resilience,Recovery time,Density,Population,Field experiment,US,US,"N38.32, W123.06",0,Marine.Neritic,Plantae,"['Manipulated_Biotic', 'Unmanipulated_Biotic']",Pulse,730,The study states that genetic diversity can increase resistance defined as decreased biomass loss or resilience defined as recovery to pre-disturbance conditions which places resilience as a component alongside resistance under stability. Resilience was directly measured using plot time series of Zostera shoot density after disturbance with repeated measurements every 2 to 4 weeks from June 2005 to June 2007. The methods describe an experimental disturbance of above-ground biomass removal with 0 percent 33 percent or 66 percent of shoots clipped in January 2006 and the results quantify resilience as time to recovery to pre-disturbance shoot density. The results explicitly report that recovery time to pre-disturbance densities varied by diversity and disturbance and that polycultures recovered faster than monocultures at high disturbance. Because resilience quantification is based on recovery time the target variable used is shoot density. The work is a field experiment conducted in an existing seagrass bed in Bodega Harbor located about 100 km north of San Francisco Bay California USA. The experimental clipping was chosen to simulate grazing by geese which is a biotic disturbance and the natural Ulva bloom is also a biotic disturbance treated as a natural disturbance event. Both disturbances are treated as discrete events with subsequent recovery or post event response. The observation window spans from June 2005 to June 2007 which is two years. The first author affiliation is Florida State University in the United States. The habitat is a marine embayment seagrass bed in shallow coastal waters consistent with the neritic zone.
1609,Observed,none,Resistance,Demography parameter,Individual,Field observation,CN,CN,"N42.4000, E128.4667",0,Forest,Plantae,['Unmanipulated_Climatic'],Press,2,The introduction states that freeze thaw cycles are frequent and that xylem embolism induced by freeze thaw cycles threatens hydraulic integrity. The methods quantify winter embolism resilience using percentage loss of hydraulic conductivity in the dormant cold season PLCd which is attributed to the degree of embolism in dormant cold season and is calculated as ((Khmax − Kh)/Khmax) × 100%. Lower PLCd indicates less deviation from maximum conductivity after winter conditions and the results describe Acer and Betula showing a significantly lower PLCd than Populus. The discussion interprets Acer and Betula as having greater resistance to freeze thaw cycle induced xylem embolism and or greater ability in winter embolism refilling and links this to high soluble sugar concentrations measured in April. Resilience is not defined as part of an explicit equation framework in the introduction methods or discussion. The resilience quantification is therefore resistance because it is based on the degree of hydraulic conductivity loss after winter rather than a recovery rate time or degree over a post disturbance trajectory. The target variable used to quantify resilience is PLCd which is a functional performance parameter of stems rather than cover or diversity. The study uses field collected branches and cores at the Changbai Mountain Forest Ecosystems station with coordinates 128 degrees 28 minutes E and 42 degrees 24 minutes N in Jilin province northeast China. The first author affiliation includes the Institute of Applied Ecology Chinese Academy of Sciences in Shenyang China. The disturbance is unmanipulated climatic because freeze thaw cycles and winter temperature fluctuations around 0C are described as the cause of embolism and no experimental manipulation is imposed. The disturbance is treated as press because the site experiences approximately 100 days per year with daily fluctuations below and above 0C and PLCd integrates the winter season effect without a defined recovery interval. PLCd sampling occurred between 17 and 19 April 2018 giving a two day measurement window for the resilience observation.
702,Observed,resistance + resilience + recovery,Latitude,Composition,Community,Field experiment,CA,CA,"N48.43, W123.37",0,Forest,Animalia,Manipulated_Climatic,Pulse,319,The study experimentally manipulated disturbance using a temperature gradient applied for 48 h and then measured post disturbance dynamics. Resistance was measured as compositional dissimilarity immediately post disturbance at time 0. Recovery was measured by modeling compositional dissimilarity through time at 0 3 6 and 9 months and estimating recovery rate from the slope at the last time point. Resilience was defined as the disturbance intensity at which community collapse occurs and was tested as a threshold along the disturbance gradient using segmented linear models at 9 months. The response variable used for these metrics was Bray Curtis compositional dissimilarity of disturbed communities to their relative control communities. The focal system was multi trophic microarthropod communities in moss microcosms. The first author affiliation is University of Victoria in Canada. Moss carpets were collected within a 10 km radius of Victoria British Columbia Canada. The moss mats were placed under a forest canopy of Garry Oak and Douglas fir. The disturbance was a discrete heating event so it is treated as a pulse. Sampling started 2 weeks after disturbance and continued to 9 months after disturbance which is about 319 days.
476,Observed,none,Recovery rate,"['Ecosystem function', 'Abundance', 'Composition']",Ecosystem,Field observation,CN,CN,"N30.550556, E114.361111",0,Wetland,Chromista,"['Unmanipulated_Climatic', 'Unmanipulated_Chemical', 'Unmanipulated_Biotic']",Press,23360,The study defines ecological resilience as capacity to maintain structure functions and processes in the face of perturbations and it operationalizes loss of resilience using early warning signals based on critical slowing down described as reduction in the recovery rate after a small disturbance. It quantifies early warning signals using AR1 and CV and composite EWSs and it states that increases in autocorrelation and variance depict the dynamics of resilience. The data are direct long term monitoring time series spanning 1956 to 2019 of water clarity nutrients temperature fish and plankton and paleo diatom records and thus resilience is measured from observed system trajectories. The main state variables used for regime shift and EWS analyses include water clarity Secchi depth total phytoplankton abundance cladoceran abundance phytoplankton community composition PC1 and body size metrics. Water clarity is treated as an ecosystem level state variable and is measured repeatedly and used in EWS analysis. The work is based on monthly surveys at two sampling stations and annual fish yield records and sediment core diatom records and thus the approach is field observation. The first author affiliation is in Wuhan China and the study site is Lake Donghu in Wuhan Hubei Province China. The coordinates are given as 30 degrees 33 minutes 02 seconds north and 114 degrees 21 minutes 40 seconds east. The habitat is a shallow lake and fits Wetland. The diatom assemblages and phytoplankton are included and diatoms are identified as taxa such as Aulacoseira granulata and Stephanodicus minutulus which are Chromista. The drivers considered are climate warming eutrophication TN and TP and fish stocking and these are treated as ongoing pressures over decades rather than discrete events so the disturbance pattern is press. The observation duration for the monitoring time series is 64 years from 1956 to 2019 which is 23360 days using 365 days per year.
575,Observed,resistance + resilience,Recovery time,Diversity,Community,Field observation,US,US,"N29.4845, W89.7494",0,Coastal,Animalia,Unmanipulated_Climatic,Pulse,370,The study sampled insect communities in 16 Louisiana coastal salt marshes before and after Hurricane Isaac and analysed changes over time. Resistance and resilience were studied using the Shannon index and PERMANOVA and the results state that diversity and composition decreased immediately after the cyclone and then returned to pre-hurricane states within one year. This uses observed time series community data rather than proxies. Resilience is presented alongside resistance as resistance and resilience. Resilience is quantified by the time to return to pre-hurricane levels or states as stated for the Shannon index returning in just over a month and composition returning from 22 d to one year after the hurricane and approaching pre-hurricane states within one year. The target variable used for resilience quantification is community diversity measured by the Shannon index. The focal subjects are insect communities which are Animalia and the level is community. The approach is field observation with repeated sweep net collections. The first author affiliation is Salisbury University in the USA. The field data are from coastal Louisiana USA with site coordinates given as 29.25 to 29.32 N and 89.36 to 89.52 W and the average is reported. The disturbance is an unmanipulated hurricane which is a climatic event treated as a discrete event with post-event recovery sampling. Sampling occurred from five days before landfall to one year after landfall which spans 370 days.
38,Inferred,none,Inferred,Abiotic parameter,Ecosystem,Modeling and simulation,CN,Global,Global,NA,Urban,Plantae,NA,NA,NA,The study states it aims to bolster resilience by assessing risks faced by urban trees due to climatic shifts and it calculates three indicators climate exposure safety margin and climate risk. Safety margin is defined as the difference between baseline city climate and species tolerance limits estimated from MaxEnt model outputs and climate risk is defined as the disparity between exposure and safety margin. The analysis uses climate variables AMT MTWM MTCM AMP and PDQ and WorldClim baseline 1970 to 2000 and future 2041 to 2060 climate projections plus MaxEnt species distribution modeling based on occurrence records. There is no direct measurement of recovery dynamics of trees such as time series of growth mortality cover or biomass after disturbance. Therefore resilience is inferred from proxy indicators based on abiotic climate variables and modeled tolerance limits rather than observed system recovery. Resilience is discussed as a general goal and not defined in an explicit equation framework that includes resilience. The approach is modeling and simulation because it constructs and evaluates MaxEnt species distribution models and projects future risk under SSP245 and SSP585. The first author affiliation is Tianjin University in China. Species occurrence records are global from CVH and GBIF and thus the data source for quantifying tolerance is global. The focal application is urban trees in Tianjin and the habitat context is urban.
1421,Observed,none,Recovery time,"['Biomass', 'Abiotic parameter']",Ecosystem,"['Modeling and simulation', 'Field observation']",NL,"['US', 'GL']",N47.0 W89.4,25.6,Wetland,Bacteria,Unmanipulated_Climatic,Press,25550,The study proposes resilience as mean exit time which it defines as the expected time required to cross the border of the basin of attraction and it estimates this from time series by fitting a Langevin equation and then solving for mean exit time. It applies the method to model generated data and to two real time series namely Cyanobacteria biomass in Lake Mendota and a GRIP ice core calcium record as a climate proxy. The Lake Mendota series is described as estimations of the biomass of Cyanobacteria measured as concentrations of phycocyanin recorded every minute throughout the year 2011 while ice free and the analysis computes mean exit time in minutes. The climate example uses logarithm of calcium concentrations from the GRIP ice core record spanning the last glaciation and computes mean exit time in years. Because resilience is quantified as an exit time it matches recovery time. The approach includes modeling and simulation because the model is fit and used to compute exit times and it includes field observation because it uses observed time series from Lake Mendota and the GRIP ice core record. The first author affiliation is Wageningen University Netherlands. The Lake Mendota data are from Wisconsin USA and the GRIP ice core record is from Greenland. The text provides no coordinates so the location and range are inferred from the named sites Lake Mendota and Central Greenland. The disturbance is treated as a never ending natural regime of shocks and fluctuations and the climate example explicitly mentions stochastic forcing from variations in wind stress heating and freshwater transport so the disturbance pattern is press and the disturbance type is unmanipulated climatic. The observation duration is based on the climate time series shown from 90 to 20 kyr before present which is 70 kyr.
