paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
35,Observed,resilience = recovery rate,Recovery rate,Ecosystem function,Ecosystem,Field observation,US,"['US', 'CA']","N62.0, W135.0",33.0,Multi,Plantae,"['Unmanipulated_Climatic', 'Unmanipulated_Fire']",Pulse; Press,7300,The study states that it uses remotely sensed greenness and that it quantifies resilience using temporal autocorrelation of EVI from MODIS during 2000 to 2019. It defines vegetation resilience as the recovery rate from deviations caused by perturbations to the equilibrium state. It estimates time varying lag 1 autocorrelation of EVI with a Bayesian dynamic linear model and uses the posterior mean of negative lag 1 autocorrelation of EVI as a proxy of vegetation resilience where high autocorrelation indicates low resilience. This is an observed measurement because it is based on a time series of a system state variable EVI and quantifies recovery dynamics through autocorrelation. The quantification corresponds to recovery rate because the paper links low resilience with slow recovery and uses lag 1 autocorrelation as the indicator of recovery rate. The target variable is EVI greenness which the paper treats as a vegetation index used to characterize vegetation state and photosynthetic capacity and it is used directly to compute resilience. The analysis domain is the NASA ABoVE core domain mainly Alaska and northwestern Canada and the Methods state the region spans over Alaska and northwestern Canada. The first author affiliation is The Ohio State University in the United States. Disturbances analysed include climate driven land cover changes and fire disturbance and the text discusses both pulse disturbances such as acute droughts and fires and press disturbances related to more gradual changes in climate variables such as temperature and long term moisture availability. The observation window for resilience estimation uses MODIS EVI from 2000 to 2019 with 16 day intervals which spans about 20 years. Habitat includes Arctic tundra and boreal forests and other land cover types so multiple habitat types are involved. The subjects are vegetation across Arctic boreal ecosystems which corresponds to plants.
88,Inferred,ecosystem health index = vitality + organization + resilience,Inferred,Land use,Landscape,Field observation,CN,CN,"N46.0833, E83.8167",0,Multi,NA,NA,NA,NA,The study defines resilience inside an ecosystem health framework using the equation EHI = W1×V + W2×O + W3×R which makes resilience a component of ecosystem health rather than a standalone response metric. Resilience is operationalized by assigning land resilience coefficients to different land use types and modifying them using NDVI with Ri = NDVIi/NDVImeanj×rj which is a proxy construction rather than a measured recovery trajectory. The data table explicitly labels NDVI/2020 as resilience measurement and land use is used to assign rj which indicates inferred resilience from static land use and a single year NDVI layer rather than time series recovery after disturbance. No disturbance is imposed or tracked for recovery and the paper focuses on ecological security and network construction rather than post disturbance dynamics. The target variable directly used to quantify resilience is land use type with NDVI used only to correct coefficients within land use classes. The work is a basin scale spatial assessment and network reconstruction so the level is landscape. The approach uses remote sensing and GIS datasets including Landsat 8 NDVI and MODIS NPP which are field observation via remote sensing. The first author affiliation is Xinjiang University in Urumqi China. The study area is Tacheng Emin Basin in northwest China with coordinates 44•55′-47•15′ N and 82•15′–85•23′ E and the average coordinate is reported. Multiple ecosystem types and land use categories are analyzed including cultivated land forest grassland water body unused land and artificial surface so the habitat type is multi.
193,Inferred,none,Inferred,Diversity; Density,Community,Field observation; Indoor experiment,CN,CN,"N39.65, E106.82",0,Desert,Plantae,NA,NA,NA,The introduction frames the work around ecosystem resilience but the study measurements focus on soil seed bank and aboveground vegetation characteristics along an anthropogenic disturbance gradient rather than measuring recovery after a disturbance. The methods quantify seed bank density and richness using greenhouse germination trials and quantify aboveground vegetation abundance and coverage from field quadrats. The discussion states that persistent seed bank abundance serves as an indicator of vegetation resilience and that soil seed banks are a supplementary indicator to reflect ecological degradation which indicates resilience is inferred from proxy indicators. No equation style framework defining resilience is provided in the introduction methods or discussion. The main quantified variables used to support resilience related claims are seed bank density and richness and their changes across disturbance gradients. The study site is Wuhai City Inner Mongolia China and the first author affiliation is in Hangzhou China. The habitat is described as arid desert with desert as the main vegetation type. The study subjects are plants including shrubs and herbs identified to species. No direct resilience observation window for recovery time or rate is defined because the design compares disturbance gradients and uses indicator interpretation rather than tracking post disturbance recovery.
194,Observed,resilience = resistance + stability,Resistance; Other,Composition,Community,Field observation,US,US,NA,NA,Shrubland,Plantae,Unmanipulated_Fire,Pulse,9125,The study used repeated field surveys of permanent transects where percent cover of each vascular species was recorded multiple times from 1992 to 2017. Resilience was evaluated by quantifying community resistance and stability indices. Resistance was quantified as the distance between a transects initial position and its position at successive monitoring points. Stability was quantified as the average distance moved between consecutive monitoring events. These metrics were calculated from Euclidean distances among transect years in NMDS ordination space derived from Bray Curtis dissimilarities which makes the target variable community composition. The disturbance was wildfire described as repeated wildfires and the fire history was derived from mapped fires with time since fire and cumulative number of fires combined into a fire index. Fires are treated as discrete events with time since fire and post fire monitoring which matches a pulse disturbance framing. The observation window for the main long term dataset spans from 1992 or 1996 baseline to 2017 which is 25 years and is also described as over 25 years. The field site is stated as Columbia Basin Washington USA and Arid Lands Ecology Reserve Washington the United States. The first author affiliation is The Ohio State University Columbus Ohio USA. The ecosystem is described as sagebrush steppe a semi arid shrubland ecosystem.
913,Observed,none,Recovery degree,Biomass,Ecosystem,Field observation,CA,CA,NA,NA,Forest,Plantae,"['Unmanipulated_Biotic', 'Unmanipulated_Structural']",Press,10950,The study states that the basal area ratio for the eighth over the second inventory cycle was calculated as an index of resilience R. This ratio is based on repeatedly measured plot inventory records in year 1 year 10 year 20 and year 30 from twelve permanent sampling plots. The methods specify that DBH records of all live trees were used to calculate stem basal area indicative of species dominance forest cover and biomass yield. Resilience is therefore quantified from observed stand basal area change over thirty years rather than inferred from static proxies. The resilience metric is a final over initial basal area ratio which matches recovery degree because it compares the system state at the end of the period to the initial state. The text links the resilience index to fluctuations due to natural self thinning and disease disturbances such as epidemic insect infestations. The results and discussion describe significant fir decline coinciding with an epidemic insect infestation and that basal area losses due to fir decline were recovered by hardwoods within the thirty year period. The plots are in the counties of Cape Breton and Victoria on Eastern Cape Breton Island Canada and the institution is Cape Breton University in Canada. Geographic coordinates are explicitly proprietary so the location cannot be provided. The study system is cool humid forests and the subjects are tree species including Abies balsamea Betula allegheniensis Acer saccharum and Fagus grandifolia.
1557,Observed,stability = resistance + resilience + recovery + temporal stability,Recovery rate,Ecosystem function,Ecosystem,Field experiment,CN,CN,"N49.4667, E120.1667",0,Grassland,Plantae,Unmanipulated_Climatic,Pulse,730,The study quantified resilience using observational ANPP data across pre event 2018 mid event 2019 and post event 2020 and defined indices as Resilience = ln ANPP2020 ANPP2019. The Introduction states stability is multidimensional and that resistance resilience recovery and temporal stability are pivotal dimensions contributing to stability. Resilience is defined as the rate at which an ecosystem returns to its pre disturbance status and is calculated from the ANPP ratio between 2020 and 2019 which is a recovery rate type metric. The target variable for resilience is ANPP described as above ground net primary productivity which is an ecosystem function. The work is a grazing resting field experiment in a steppe grassland with plots and sheep grazing and a natural extreme snowfall reduction event. The first author affiliation is China Agricultural University in Beijing China. The study area is HulunBuir Grassland Agro Ecosystem Station at 49 degrees 28 minutes N and 120 degrees 10 minutes E in Inner Mongolia China. The disturbance is a natural extreme snowfall reduction event from October 2018 to April 2019 treated as an event with pre and post years. The observation window for resilience spans 2018 to 2020 which is two years between first and last ANPP measurements.
192,Observed,ecosystem stability = resistance + resilience,Recovery rate,Ecosystem function,Ecosystem,Field observation,CN,CN,"N30.9583, E102.1167",5.0,Multi,Plantae,"['Unmanipulated_Climatic', 'Unmanipulated_Geophysical']",Pulse,7670,The study defines resilience as the rate of return of an ecosystem toward its pre-disturbed state following a disturbance. It quantifies resilience using a resilience rate formula R’ = M’/ΔT’ described as the ratio of the rising amplitude of the vegetation index to time. The resilience calculation uses time series remote sensing vegetation indicators NDVI and EVI and SIF from 2001 to 2021. The paper states that analyses of disturbance characteristics and quantification of vegetation resistance and resilience were conducted using these indices. Ecosystem stability is explicitly described as having resistance and resilience as key indicators of this stability. The target variables used for quantification are vegetation indices and SIF which the paper presents as vegetation monitoring indicators linked to ecosystem stability. The approach is remote sensing based observation using MODIS NDVI and EVI and the GOSIF dataset. The first author affiliation is Xi’an University of Science and Technology in China. The study area is the Minjiang river basin in China with coordinates 28.15 to 33.40 N and 99.37 to 104.37 E and the Wenchuan County earthquake case is within this basin. The disturbance events used include a drought from 2011 to 2012 and the 2008 Wenchuan earthquake and both are treated as discrete events with defined periods. The observation window for the time series is 2001.01 to 2021.12 which spans 21 years.
157,Inferred,none,Inferred,Regional network parameter,Landscape,Modeling and simulation,CN,CN,"N36.1667, E111.4667",0,Multi,NA,NA,NA,NA,The study uses land use data from 2005 to 2020 in Linfen City Shanxi Province China and constructs a landscape ecological network using the Minimum Cumulative Resistance model and complex network methods. Resilience is not quantified from recovery dynamics of an observed ecosystem state variable after a disturbance and instead is discussed as influenced by landscape ecological value and represented through network properties and robustness. The methods quantify network connectivity using IIC and PC and quantify robustness as connectivity robustness and recovery robustness under random and malicious attack simulations. The optimization effect is assessed by comparing connectivity and robustness of the network before and after optimization and the paper states the optimized structure exhibits stronger connectivity robustness and resilience. The target variables directly used for the resilience related assessment are network robustness and connectivity metrics which are regional network parameters. The analysis is at the landscape level because it evaluates an ecological spatial network of patches corridors and landscape risk sub areas across Linfen City. The approach is modeling and simulation because robustness is evaluated via simulation experiments with random and malicious attack scenarios on the network. The first author affiliation is Beijing Forestry University Beijing China. The study area coordinates are given as 35.23N to 36.57N and 110.22E to 112.34E and the average is reported. The habitat context includes forests grasslands water bodies croplands and urban built up areas so multiple habitat types are explicitly involved.
529,Inferred,resistance + resilience,Inferred,Demography parameter,Population,Field observation,US,US,"N38.5, W106.0",0,Forest,Plantae,NA,NA,NA,The introduction states that traits and vital rates can be indicators of the ability of individuals to survive fire which is resistance and populations to persist which is resilience following fire. The methods explicitly treat resilience as indicated by seed cone presence and by the frequency of Pinus ponderosa seed cone years from 2006 to 2017 rather than measuring post fire recovery of a system state variable. The methods section says as indicators of resilience to wildfire we quantified seed cone presence at the time of field sampling and the frequency of P. ponderosa seed cone years from 2006 to 2017. These are proxy indicators for post fire reproduction and population persistence rather than direct observation of recovery dynamics. The framework is presented in parallel as resistance and resilience with resistance defined as individual tree survival and resilience defined as post fire reproduction and population persistence. The first author affiliation is University of Colorado Boulder in the USA. The study area is the southern Rocky Mountains USA and the sites surround recent wildfires in that region. No coordinates are provided so the location is approximated to the southern Rocky Mountains USA. The study subjects are two conifer tree species Pinus ponderosa and Pseudotsuga menziesii which are plants. The approach is field observation because they established field plots and collected survival bark thickness growth and cone production data in burned and unburned sites.
212,Observed,resilience = resistance + recovery,Recovery rate; Recovery time; Recovery degree,Growth,Population,Field observation,CN,CN,"N42.5, E86.0",7.0,Forest,Plantae,Unmanipulated_Climatic,Pulse; Press,2920,The study quantified tree growth resilience using tree-ring proxy data and standard tree-ring width index chronologies across 54 sites in the Tianshan Mountains. Extreme drought years were identified from SPEI and growth depression events and the analysis focused on the 1974 and 1997 drought pointer years. Growth response was evaluated using resistance RT recovery RC and resilience RS following Lloret et al. 2011 and additional indices total growth reduction TGR recovery period RE and average recovery rate ARR following Schwarz et al. 2020. Recovery period RE was defined as the duration from the drought year until reaching the pre-drought growth level again and ARR was defined as growth reduction divided by RE. The disturbance was climatic drought based on SPEI and was not experimentally manipulated. The discussion explicitly classifies the 1974 event as press droughts and the 1997 event as pulse droughts. The first author affiliation is in Lanzhou China at the Chinese Academy of Sciences. The field data are from the Tianshan Mountains northwestern China spanning from Hami to the border with Kazakhstan and Kyrgyzstan and the average coordinate is reported with a broad west to east range. The observation window for resilience indices uses three year averages before and after drought and recovery period can extend beyond three years and the mean recovery period values are reported in years so a multi year duration is required.
429,Observed,stability = resistance + resilience + recovery + invariability,Recovery rate,Abundance; Composition,Community,Field experiment,ES,ES,"N40.48, W3.36",0,Wetland,Chromista; Animalia; Plantae,Manipulated_Chemical; Manipulated_Resource,Pulse; Press,50,The study quantified resilience as engineering resilience defined as the speed of recovery after perturbation. Resilience was measured as the slope of the log response ratio of abundance in a treatment compared to a control over time and as the slope of Bray Curtis similarity over time between treatment and control. These are time series based measurements from a freshwater mesocosm experiment with sampling before pesticide application and several times afterwards. The framework is explicitly given as the dimensionality of stability requiring resistance resilience recovery and invariability. The target variables used for resilience quantification were total abundance for functional stability and Bray Curtis similarity of community composition for compositional stability. Stability properties were calculated at the community level for phytoplankton zooplankton and macroinvertebrates. The experiment was performed outdoors at the IMDEA Water Institute in Alcala de Henares Madrid Spain. Stressors were manipulated applications of chlorpyrifos and diuron and a continuous addition of nutrients N and P. Nutrients enrichment is described as a press continuous addition starting 4 weeks before pesticide application while pesticides were applied as a pulse. Table 1 specifies resistance at day 15 and recovery at day 50 and resilience uses the slope over time implying an observation window ending at day 50. The habitat is freshwater mesocosms filled with sediments and water from an artificial lagoon indicating a wetland type system.
117,Observed,resistance + resilience,Recovery degree; Resistance,Ecosystem function,Ecosystem,Field experiment,FI,FI,"N61.7833, E24.3000",0,Wetland,Plantae,Manipulated_Hydrological; Manipulated_Climatic,Pulse,86,The study states that it quantified resistance and resilience using a mesocosm experiment and that its focus was on response to drought resistance and recovery of photosynthesis after drought resilience. Photosynthesis was measured repeatedly in five campaigns including pre drought peak drought and one two and three weeks after recovery began. Resilience was calculated from Pmax values using the formula Resilience equals Pmax pre minus Pmax rec divided by Pmax pre which is a recovery degree relative to baseline after three weeks. Resistance was calculated from Pmax pre and Pmax end as the drought impact. The target variable used in these calculations is maximum photosynthesis Pmax derived from net CO2 exchange which is an ecosystem function measure. The experiment manipulated water table depth from 10 cm to 30 cm below surface for 43 days and then rewetted which is a hydrological manipulation and it is described as an experimental periodic drought. The disturbance is treated as a discrete drought period followed by a defined three week recovery period which matches a pulse. The first author affiliation is University of Eastern Finland in Finland. Mesocosms were collected from Lakkasuo peatland complex in Southern Finland with coordinates 61 degrees 47 minutes N and 24 degrees 18 minutes E. The timeline table shows the first campaign 18.9 to 28.9 and the last campaign 7.12 to 13.12 giving 86 days between first and last measurement.
1193,Inferred,resilience = resistance + restore their original state,Inferred,['Land use'],Landscape,"['Modeling and simulation', 'Field observation']",CN,CN,"N24.88, E102.75",0,Multi,NA,NA,NA,NA,The paper defines ecological resiliency as the ability of complex systems to resist severe stress and restore their original state which describes changes through multiple indicators. The methods build an overall resiliency evaluation system using entropy weight in the TOPSIS model with factors LUCC NDVI RB and LPI and classify resiliency into five classes which indicates a proxy based index rather than direct recovery dynamics. The discussion states the indexes were based on assumption that natural area with better integrity have better resiliency while urban development and areas disturbed by human beings have reduced ecological resiliency which supports inferred measurement. The target variables used in the evaluation are land use and cover change normalized difference vegetation index riparian buffers and landscape pattern indices which are landscape scale indicators. The approach includes field observation through Landsat remote sensing images and DEM and includes modeling and simulation through CA Markov prediction for 2026 and 2030. The first author affiliation is Yunnan Agricultural University Kunming China. The study area is Dianchi Lake Basin in southwest China with coordinates 24.28 to 25.28 N and 102.30 to 103.00 E and the average coordinate is N24.88 E102.75. The habitat context includes water area forest grassland cultivated land and construction land in the classification standard which indicates multiple habitat types. Disturbance type pattern and observation duration for resilience response are not directly quantified because the resiliency metric is an index evaluation rather than observed disturbance recovery.
