paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
35,Observed,resilience = recovery rate,Recovery rate,Ecosystem function,Ecosystem,Field observation,US,"['US', 'CA']","N62.1, W140.1",33.0,Forest,Plantae,Unmanipulated_Climatic; Unmanipulated_Fire,Pulse; Press,7300,The study states that it uses remotely sensed greenness and that it quantifies resilience using temporal autocorrelation of EVI during 2000 to 2019. It defines vegetation resilience as the recovery rate from deviations caused by perturbations to the equilibrium state. It estimates time varying lag 1 autocorrelation of EVI with a 16 day interval using a Bayesian dynamic linear model and uses the posterior mean of negative lag 1 autocorrelation of EVI as a proxy of vegetation resilience because high autocorrelation indicates low resilience. This is a direct time series based quantification from the system state variable EVI so the measurement is observed. The target variable used to quantify resilience is EVI greenness which the paper links to vegetation productivity and photosynthetic capacity and it is treated as an ecosystem scale state variable. The analysis domain is the NASA ABoVE core domain mainly Alaska and northwestern Canada and the Methods state the region spans over Alaska and northwestern Canada. Example coordinates are provided in Extended Data Fig 2 for pixels in Northwest Territories Alaska and British Columbia and the average of those three points is N62.1 W140.1 with the farthest point differing by 33.0 degrees when summing maximum latitude and longitude differences. The first author affiliation is The Ohio State University in the United States. Disturbances analysed include climate driven land cover change and fire disturbance and the text also discusses warming drought and moisture stress as climate stresses. Fires and land cover changes are treated as abrupt changes with analysis of 5 years before and 5 years after which is pulse while climate stress and warming are treated as ongoing press disturbances. The EVI record used is MODIS 16 day data from 2000 to 2019 which is about 7300 days.
88,Inferred,ecosystem health = vitality + organization + resilience,Inferred,Land use,Landscape,Field observation,CN,CN,"N46.0833, E83.8167",0,Grassland,NA,NA,NA,NA,The study defines ecosystem health using the vitality organization resilience paradigm and gives the equation EHI = W1×V + W2×O + W3×R. Resilience is not quantified from recovery dynamics but is assigned using land resilience coefficients and modified using NDVI with Ri = NDVIi/NDVImeanj × rj which is a proxy construction. Table 1 labels NDVI 2020 as resilience measurement and land use 2020 as contribution and organization measurement and resistance surface construction showing resilience is derived from static spatial layers rather than observed recovery after disturbance. No disturbance event is imposed or tracked for recovery and the work focuses on ecological security and ecological network construction and reconstruction. The approach uses remote sensing and GIS tools including Landsat 8 MODIS and ArcGIS and FRAGSTATS and Linkage Mapper and Circuitscape which are field observation data sources. The first author affiliation is Xinjiang University Urumqi China. The study area is Tacheng-Emin Basin northwest China with coordinates 44•55′-47•15′ N and 82•15′–85•23′ E and the average coordinate is reported. The results state grasslands contribute 78.21 percent of ecosystem service value and grassland is the main component of ecological sources indicating grassland is the dominant habitat for the resilience related mapping. Because the level of analysis is based on land use and landscape indices and resistance surfaces the organizational level is landscape and taxon is not applicable. Because measurement is inferred disturbance type pattern and observation duration are not applicable.
193,Inferred,none,Inferred,Density; Diversity,Community,Field observation,CN,CN,"N39.65, E106.82",0,Desert,Plantae,NA,NA,NA,The study frames resilience as a restoration related concept but it does not quantify resilience from recovery dynamics and instead evaluates restoration potential and resilience relevance using soil seed bank and vegetation indicators. The abstract states close to nature restoration is recognized for promoting ecosystem resilience and the study investigates variation of seed banks and aboveground plant communities along an anthropogenic disturbance gradient. The discussion states the persistent seed bank abundance serves as a vital indicator of vegetation resilience and also states the soil seed bank had high degrees of stability and resilience. The measured variables used in the core analyses are seed bank density and richness and aboveground vegetation abundance and coverage with comparisons across disturbance gradients and path models linking disturbance to these indicators. No time series of system recovery after a defined disturbance end is used to quantify resilience and the disturbance gradient is spatial not a before after recovery design. The work is based on field surveys and soil sampling in Wuhai City Inner Mongolia in northwestern China at the Xinxing coal mine and a local natural protected area. Figure 1 locates the study area in Wuhai and the text specifies Wuhai City Inner Mongolia Autonomous Region China. The dominant habitat is described as arid desert with desert as the main vegetation type. The focal biota are plants because aboveground plant communities and soil seed banks are surveyed and germinated. Because measurement is inferred disturbance type pattern and observation duration are not applicable under the instructions.
194,Observed,resilience = resistance + stability,Resistance; Other,Composition,Community,Field observation,US,US,"N46.6, W119.6",0,Shrubland,Plantae,Unmanipulated_Fire,Pulse,9125,The study states resilience is the ability to absorb disturbances while maintaining structure and function and it evaluates community resilience by quantifying resistance and stability. The Methods state species percent cover was recorded on permanent transects multiple times from 1992 to 2017 and analyses used Bray Curtis dissimilarity and NMDS ordination based on vegetation composition. Resistance was quantified as the distance between a transects initial position and its position at successive monitoring points and stability was quantified as the average distance moved between consecutive monitoring events. These are direct calculations from observed community data rather than proxies. The disturbance is repeated wildfires described as wildfires and fire history was derived from GIS layers and used to build a fire index. Fires are treated as discrete events in a timeline with surveys before and after fires. The field sites are in and around the Arid Lands Ecology Reserve and the Columbia Basin in Washington USA. The first author affiliation is The Ohio State University in the United States. The habitat is described as sagebrush steppe a semi arid shrubland ecosystem. The observation window spans from 1992 to 2017 which is 25 years.
913,Observed,none,Recovery degree,Biomass,Ecosystem,Field observation,CA,CA,NA,NA,Forest,Plantae,"['Unmanipulated_Biotic', 'Unmanipulated_Structural']",Press,10950,The study used four repeated inventories of twelve permanent sampling plots in years 1 10 20 and 30 and calculated an index of resilience from the system trajectory. Resilience was defined as the basal area ratio for the eighth over the second inventory cycle as an index of resilience against fluctuations due to natural self thinning and disease disturbances such as epidemic insect infestations in the course of thirty years. This is an observed measurement because it uses repeated measurements of live tree DBH to calculate stand basal area over time and then computes the final over initial basal area ratio. The quantification matches recovery degree because resilience R is the final over initial stand basal area ratio and the discussion states basal area losses due to fir decline were recovered by hardwoods. The target variable used to quantify resilience is stand basal area which the methods describe as indicative of species dominance forest cover and biomass yield so it is coded as biomass. The level is ecosystem because stand basal area is a stand level functional property irrespective of species identity when used as total basal area ratio for the stand. The approach is field observation because the data come from permanent sampling plots in the provincial forest inventory that were re measured in 5 year cycles. The first author affiliation is Cape Breton University in Canada. The field data are from Eastern Cape Breton Island Nova Scotia Canada. Exact plot coordinates are proprietary and not provided so location and location range are NA. The habitat is forest because the study focuses on cool humid forests and permanent forest sampling plots. The taxon is Plantae because the subjects are tree species. Disturbances considered for resilience include epidemic insect infestations and natural self thinning which are unmanipulated biotic and unmanipulated structural disturbances. The disturbance is treated as press because resilience is assessed against fluctuations over the 30 year period without a defined single event recovery window. Observation duration is thirty years which is 10950 days.
1557,Observed,stability = resistance + resilience + recovery + temporal stability,Recovery rate,Ecosystem function,Ecosystem,Field experiment,CN,CN,"N49.4667, E120.1667",0,Grassland,Plantae,['Unmanipulated_Climatic'],Pulse,730,The study quantified resilience using observed ANPP data across years that bracketed a natural extreme snowfall reduction event described as persistently low snow depth from October 2018 to April 2019. The introduction defines a multidimensional stability framework stating that resistance resilience recovery and temporal stability are pivotal dimensions contributing to stability. The methods define resilience as the rate at which an ecosystem returns to its pre disturbance status and quantify it as ln ANPP2020 divided by ANPP2019. ANPP is measured in the field using exclosure cages and biomass harvests with sampling dates spanning 2018 to 2020. The target variable used in the resilience formula is ANPP which is an ecosystem productivity measure. The study area is the HulunBuir Grassland Agro Ecosystem Station at 49 degrees 28 minutes north and 120 degrees 10 minutes east in Inner Mongolia northeastern China. The first author affiliation is China Agricultural University in Beijing China. The disturbance is an unmanipulated climatic extreme snowfall reduction event and it is treated as a discrete event with pre event mid event and post event years. The observation window for resilience spans from 2018 to 2020 which is two years or 730 days.
192,Observed,ecosystem stability = resistance + resilience,Recovery rate,Ecosystem function,Ecosystem,Field observation,CN,CN,"N30.9583, E102.1167",5.0,Multi,Plantae,Unmanipulated_Climatic; Unmanipulated_Geophysical,Pulse,7670,The study uses time series remote sensing observations from 2001 to 2021 including NDVI EVI and SIF to detect disturbance events and quantify resistance resilience and regime shift rate. Resilience is explicitly defined as the rate of return of an ecosystem toward its pre disturbed state following a disturbance and is calculated as a resilience rate R’ = M’ divided by ΔT’ in Table 2. The analysis framework states ecosystem stability is evaluated using indices resistance resilience and regime shift rate and the introduction states resistance and resilience are key indicators of ecosystem stability. The target variables used to quantify resilience are vegetation indices and SIF which the paper treats as vegetation indicators linked to photosynthesis and vegetation growth state making them ecosystem function proxies. The study area is the Minjiang river basin located between 28.25 to 33.6667 N and 99.6167 to 104.6167 E and the abrupt disturbance analysis focuses on Wenchuan County as the epicenter area. The first author affiliation is Xi’an University of Science and Technology in China. Disturbances analyzed include a winter spring drought from 2011 to 2012 and the May 2008 Wenchuan earthquake and both are treated as discrete events with recovery assessed afterward such as vegetation recovered to near normal levels by 2010. The observation window for the main time series is 2001.01 to 2021.12 which is 21 years or 7670 days using 365 days per year.
157,Inferred,none,Inferred,Regional network parameter,Landscape,Modeling and simulation,CN,CN,"N36.1667, E111.4667",2.3,Multi,NA,NA,NA,NA,The study states that it uses land use data from 2005 to 2020 and constructs a landscape ecological network using the Minimum Cumulative Resistance model and complex network methods and it evaluates optimization by comparing connectivity and robustness before and after optimization. Resilience is not quantified from a system recovery trajectory but is discussed as a network property because the paper reports that the optimized structure exhibits stronger connectivity robustness and resilience and that robustness refers to the ability of a network to maintain its original functionality under damaged conditions. The robustness analysis is based on simulation experiments using random and malicious attack scenarios rather than observed post disturbance recovery of an ecological state variable. Therefore resilience is inferred from network robustness metrics rather than directly observed recovery. The framework is none because the paper does not define an explicit equation including resilience and instead discusses stability and robustness and resilience without an explicit additive framework. The target variable used to represent resilience is network robustness and connectivity which are complex network properties. The level is landscape because the analysis concerns ecological patches corridors and a city scale ecological spatial network. The approach is modeling and simulation because the study constructs models and runs attack simulations on the network. The first author affiliation is Beijing Forestry University in Beijing China. The field data are from Linfen City Shanxi Province China with coordinates given as 35.23N to 36.57N and 110.22E to 112.34E and the average is reported. Habitat is multi because the MSPA foreground includes forests grasslands and water bodies and the study also includes croplands and urban built up areas in optimization.
529,Observed,resistance + resilience,Other,Demography parameter; Growth,Individual,Field observation,US,US,NA,NA,Forest,Plantae,Unmanipulated_Fire,Pulse,10950,The study quantified resistance using individual tree survival following wildfire events and relative bark thickness and post fire juvenile height growth as indicators of fire resistance. The study quantified resilience using seed cone presence at the time of field sampling and the frequency of Pinus ponderosa seed cone years from 2006 to 2017 as indicators of resilience to wildfire. These variables are measured from field plots in 15 study sites within and adjacent to recent 1988 to 2010 wildfires in the southern Rocky Mountains USA. The introduction explicitly pairs the concepts as resistance meaning individual survival and resilience meaning population persistence following fire and Figure 1 describes traits promoting fire resistance and resilience. Resilience is not quantified as recovery time or recovery rate of an ecosystem state variable but via reproductive maturity thresholds and cone production frequency so the quantification category is other. The approach is field observation because the methods describe establishing field plots and reconstructing survival and measuring traits and vital rates. The first author affiliation is University of Colorado Boulder in the United States. The disturbance is wildfire and it is unmanipulated because the study uses recent wildfires rather than imposed burns. The disturbance is treated as a pulse because it refers to discrete wildfire events between 1988 and 2010 and then post fire measurements and reconstructions. The observation duration is approximated as 30 years from 1988 to 2018 because burned plots were restricted to areas that burned once between 1984 and the time of field surveys 2016 to 2018 and the fires were 1988 to 2010. The habitat is forest because the study concerns conifer forests in the southern Rocky Mountains. The taxon is Plantae because the focal organisms are Pinus ponderosa and Pseudotsuga menziesii. No explicit coordinates are provided in the text so location and location range are NA.
212,Observed,resilience = resistance + recovery,Recovery rate; Recovery time; Recovery degree,Growth,Population,Field observation,CN,CN,"N42.5, E86.0",0,Forest,Plantae,Unmanipulated_Climatic,Pulse; Press,2920,The study quantified resilience using tree ring proxy data and standard tree ring width index chronologies across 54 sites in the Tianshan Mountains. Extreme drought years were identified from SPEI and growth depression events in 1974 and 1997 were selected as pointer years. Growth response was evaluated using resistance RT recovery RC and resilience RS following Lloret et al 2011. Additional indices quantified recovery trajectory including recovery period RE defined as duration until reaching pre drought growth level and average recovery rate ARR defined as growth reduction divided by RE and total growth reduction TGR. These indices are computed from observed tree ring width index before during and after drought which is direct system response. The paper explicitly treats resilience as composed of resistance and recovery by calculating RT RC and RS as resilience components. The disturbance is climatic drought and it is not experimentally manipulated. The discussion classifies 1974 as press droughts and 1997 as pulse droughts. The first author affiliation is in Lanzhou China and the study sites are in the Tianshan Mountains northwestern China. The focal organisms are Schrenk spruce and Siberian larch which are plants in forest habitat. The observation window for identifying drought and growth series is since 1960 and includes 1960 to 2008 which is 49 years or 17885 days but the resilience comparison focuses on three year averages before and after each drought and recovery period with mean RE values around 3 to 4 years so a conservative duration for the resilience observation around each event is 8 years or 2920 days.
429,Observed,stability = resistance + resilience + recovery + invariability,Recovery rate,Abundance; Composition,Community,Field experiment,ES,ES,"N40.48, W3.36",0,Wetland,Chromista; Animalia; Plantae,Manipulated_Chemical; Manipulated_Resource,Pulse; Press,50,The study used a freshwater mesocosm experiment and quantified stability properties from measured community data. Resilience was defined as engineering resilience and measured as the slope of the log response ratio of abundance versus time and as the slope of Bray Curtis similarity versus time. This is a direct quantification of recovery speed after pesticide perturbation so the measurement type is observed and the quantification is recovery rate. The framework is explicitly given as stability requiring resistance resilience recovery and invariability. Functional stability used total abundance and compositional stability used Bray Curtis similarity of community composition so the target variable types are abundance and composition at the community level. The experiment was performed outdoors at IMDEA Water Institute in Alcala de Henares Madrid Spain so the institution country and field country are Spain and the approach is field experiment. The location is Alcala de Henares Madrid Spain which corresponds to approximately N40.48 W3.36 and the study uses one site so the location range is 0. The system is a freshwater mesocosm filled with sediments and water from an artificial lagoon and stocked with aquatic communities so the habitat type is wetland. Organism groups included phytoplankton zooplankton macroinvertebrates and macrophytes so taxa include Chromista Animalia and Plantae. Disturbances were manipulated applications of insecticide and herbicide and a press continuous nutrient addition so disturbance types are manipulated chemical and manipulated resource with pulse and press patterns. Resistance was measured at day 15 and recovery at day 50 and sampling occurred before and after pesticide application so the observation window for disturbance response spans 50 days.
117,Observed,resistance + resilience,Recovery degree,Physiological indicator,Community,Field experiment,FI,FI,"N61.7833, E24.3000",0,Wetland,Plantae,Manipulated_Hydrological,Pulse,86,The introduction states that the study focuses on response to drought resistance and recovery of photosynthesis after drought resilience. The methods describe a mesocosm experiment where water table was lowered to 30 cm below the surface for 43 days and then readjusted back to 10 cm below the surface for a three week recovery period. Photosynthesis was measured repeatedly as maximum photosynthesis Pmax before drought after 6 weeks of drought and after 1 2 and 3 weeks of recovery. Resistance recovery and resilience were calculated from Pmax using formulas with Pmax pre Pmax end and Pmax rec. Resilience is quantified as the drop in Pmax from pre drought to end of the recovery period as a percent of pre drought Pmax which is a recovery degree measure. The target variable used for resilience quantification is photosynthesis Pmax which is a physiological indicator. The study subjects are Sphagnum mosses and the paper refers to them as mosses and species of Sphagnum which are plants. The mesocosms were collected from Lakkasuo peatland complex in Southern Finland at 61 47 N 24 18 E. The first author affiliation is University of Eastern Finland in Joensuu Finland. The habitat is peatland and fen and bog which are wetlands. The disturbance is experimentally imposed water table lowering described as ecohydrological drought and periodic drought. The drought is applied for a defined 43 day period followed by rewetting so it is treated as a pulse. The timeline shows acclimatization 7 weeks drought 43 days and recovery 3 weeks giving 86 days from drought start to end of recovery.
